LSOA code,LSOA name,Detached whole house or bungalow,Semi-detached whole house or bungalow,Terraced whole house or bungalow,"Flat, maisonette or apartment",A caravan or other mobile or temporary structure
E01003238,Lewisham 037C,25,110,370,85,c
E01003239,Lewisham 037D,35,135,360,60,c
E01003240,Lewisham 038B,30,135,450,130,c
E01003241,Lewisham 038C,20,165,215,320,c
E01003243,Lewisham 038D,25,85,230,290,c
E01003244,Lewisham 001A,c,c,c,815,c
E01003245,Lewisham 001B,25,95,145,390,c
E01003246,Lewisham 002A,25,55,175,870,c
E01003247,Lewisham 001C,20,60,290,575,c
E01003248,Lewisham 002B,c,20,35,655,c
E01003249,Lewisham 001D,15,40,100,755,c
E01003251,Lewisham 002C,c,c,50,625,c
E01003252,Lewisham 002D,c,c,15,615,c
E01003253,Lewisham 002E,10,30,90,585,c
E01003254,Lewisham 021A,115,195,70,255,c
E01003255,Lewisham 021B,20,30,105,910,c
E01003256,Lewisham 028A,25,120,135,755,c
E01003257,Lewisham 028B,35,55,150,445,c
E01003258,Lewisham 028C,15,20,80,510,c
E01003259,Lewisham 028D,30,115,205,495,c
E01003260,Lewisham 021C,70,215,60,335,c
E01003261,Lewisham 021D,40,115,150,340,c
E01003262,Lewisham 021E,30,90,55,530,c
E01003263,Lewisham 023A,40,145,150,445,c
E01003264,Lewisham 031A,55,210,170,340,c
E01003265,Lewisham 031B,15,95,185,445,c
E01003266,Lewisham 031C,25,135,350,255,c
E01003267,Lewisham 031D,20,210,310,90,c
E01003268,Lewisham 023B,10,160,230,435,c
E01003269,Lewisham 023C,30,135,225,275,c
E01003270,Lewisham 023D,20,260,195,210,c
E01003271,Lewisham 023E,100,360,145,40,c
E01003272,Lewisham 014A,40,50,315,435,c
E01003273,Lewisham 011A,20,145,275,165,c
E01003274,Lewisham 014B,15,65,245,400,c
E01003275,Lewisham 014C,40,105,290,210,c
E01003276,Lewisham 014D,35,210,220,235,c
E01003277,Lewisham 011B,15,60,135,620,c
E01003278,Lewisham 011C,20,45,240,630,c
E01003279,Lewisham 011D,25,145,255,240,c
E01003280,Lewisham 016A,c,110,220,325,c
E01003281,Lewisham 016B,c,240,220,150,c
E01003282,Lewisham 013A,20,85,310,680,c
E01003283,Lewisham 013B,20,105,475,310,c
E01003284,Lewisham 013C,20,95,375,315,c
E01003285,Lewisham 016C,85,75,195,435,c
E01003286,Lewisham 013D,40,45,140,585,c
E01003287,Lewisham 016D,55,150,290,305,c
E01003288,Lewisham 041A,35,65,165,765,c
E01003290,Lewisham 041E,15,85,135,635,c
E01003291,Lewisham 041D,c,80,60,620,c
E01003292,Lewisham 017A,10,70,325,380,c
E01003293,Lewisham 017B,c,60,120,525,c
E01003295,Lewisham 017D,15,50,185,555,c
E01003297,Lewisham 003A,c,c,c,810,c
E01003298,Lewisham 039A,c,35,75,385,c
E01003299,Lewisham 003B,10,65,295,400,c
E01003300,Lewisham 039B,20,80,165,360,c
E01003301,Lewisham 003C,30,95,290,570,c
E01003302,Lewisham 003D,10,45,110,695,c
E01003303,Lewisham 039C,15,60,120,550,c
E01003304,Lewisham 039D,15,35,110,1005,c
E01003305,Lewisham 003E,40,60,265,470,c
E01003307,Lewisham 024A,10,60,330,280,c
E01003308,Lewisham 024B,20,80,190,470,c
E01003309,Lewisham 027A,30,65,170,415,c
E01003310,Lewisham 027B,15,55,40,650,c
E01003311,Lewisham 027C,65,120,280,160,c
E01003312,Lewisham 027D,25,135,255,405,c
E01003313,Lewisham 027E,c,60,120,475,c
E01003314,Lewisham 024C,30,85,195,390,c
E01003315,Lewisham 024D,20,65,105,465,c
E01003316,Lewisham 024E,15,85,255,255,c
E01003318,Lewisham 020B,15,90,55,735,c
E01003319,Lewisham 018A,30,80,200,555,c
E01003320,Lewisham 018B,25,80,210,380,c
E01003321,Lewisham 020C,30,80,195,525,c
E01003322,Lewisham 020D,15,95,300,230,c
E01003323,Lewisham 018C,20,75,220,340,c
E01003324,Lewisham 020E,20,65,210,495,c
E01003325,Lewisham 018D,20,75,135,605,c
E01003326,Lewisham 035A,35,75,215,405,c
E01003327,Lewisham 035B,20,105,205,425,c
E01003328,Lewisham 035C,50,55,135,675,c
E01003329,Lewisham 033A,15,145,140,415,c
E01003330,Lewisham 033B,30,75,115,520,c
E01003331,Lewisham 033C,15,45,225,340,c
E01003332,Lewisham 033D,20,45,95,565,c
E01003333,Lewisham 035D,15,70,285,315,c
E01003334,Lewisham 033E,10,40,130,680,c
E01003335,Lewisham 035E,15,60,155,420,c
E01003336,Lewisham 010A,c,70,115,400,c
E01003337,Lewisham 010B,c,30,105,465,c
E01003338,Lewisham 006A,c,35,95,780,c
E01003339,Lewisham 006B,15,65,145,500,c
E01003340,Lewisham 006C,c,65,110,660,c
E01003341,Lewisham 006D,15,90,145,375,c
E01003342,Lewisham 010C,10,45,185,485,c
E01003343,Lewisham 006E,c,65,190,395,c
E01003344,Lewisham 010D,15,80,170,485,c
E01003345,Lewisham 010E,10,90,265,455,c
E01003346,Lewisham 026A,30,115,415,120,c
E01003347,Lewisham 030A,45,85,90,495,c
E01003348,Lewisham 030B,20,135,295,195,c
E01003349,Lewisham 026B,30,100,340,80,c
E01003350,Lewisham 030C,60,95,240,100,c
E01003351,Lewisham 026C,25,105,375,120,c
E01003352,Lewisham 030D,25,295,20,555,c
E01003353,Lewisham 030E,25,400,150,75,c
E01003354,Lewisham 026D,20,130,275,445,c
E01003355,Merton 009A,10,60,210,605,c
E01003356,Merton 009B,15,80,415,220,c
E01003357,Merton 012A,c,30,130,630,c
E01003358,Merton 009C,20,100,180,585,c
E01003359,Merton 006A,25,100,380,350,c
E01003360,Merton 006B,10,55,455,300,c
E01003361,Merton 015A,10,155,220,260,c
E01003362,Merton 021A,c,150,345,15,c
E01003363,Merton 021B,20,165,415,15,c
E01003364,Merton 021C,c,255,360,60,c
E01003365,Merton 021D,25,285,195,c,c
E01003366,Merton 016A,25,200,195,265,c
E01003368,Merton 008A,20,125,310,160,c
E01003369,Merton 005B,15,40,180,575,c
E01003370,Merton 005C,20,85,115,720,c
E01003371,Merton 005D,40,270,85,280,c
E01003372,Merton 008B,20,100,185,365,c
E01003373,Merton 018A,20,65,200,275,c
E01003374,Merton 022A,30,75,65,525,c
E01003375,Merton 022B,30,160,250,325,c
E01003376,Merton 012B,30,135,300,145,c
E01003377,Merton 012C,15,40,160,340,c
E01003378,Merton 018B,45,155,360,235,c
E01003379,Merton 018C,25,70,155,515,c
E01003380,Merton 011A,c,135,325,240,c
E01003381,Merton 016B,15,55,455,235,c
E01003382,Merton 011B,20,90,445,210,c
E01003383,Merton 009D,10,110,275,330,c
E01003384,Merton 009E,45,110,190,385,c
E01003385,Merton 011C,40,220,160,200,c
E01003386,Merton 013A,45,110,285,355,c
E01003387,Merton 014A,30,95,170,535,c
E01003388,Merton 013B,30,120,265,235,c
E01003389,Merton 013C,40,105,280,250,c
E01003390,Merton 018D,c,c,25,645,c
E01003391,Merton 014B,35,85,130,300,c
E01003392,Merton 013D,25,90,225,195,c
E01003393,Merton 008C,10,15,100,615,c
E01003394,Merton 007A,50,110,380,170,c
E01003395,Merton 007B,65,95,320,80,c
E01003396,Merton 007C,25,45,400,85,c
E01003397,Merton 007D,20,75,345,155,c
E01003398,Merton 007E,45,95,365,195,c
E01003399,Merton 011D,25,95,105,460,c
E01003400,Merton 003A,10,150,80,425,c
E01003401,Merton 004A,55,85,50,515,c
E01003402,Merton 004B,95,75,95,505,c
E01003403,Merton 004C,100,145,130,370,c
E01003404,Merton 004D,35,45,40,895,c
E01003405,Merton 018E,60,140,375,305,c
E01003406,Merton 008D,40,135,295,110,c
E01003407,Merton 008E,30,95,225,480,c
E01003408,Merton 012D,15,90,225,580,c
E01003409,Merton 013E,35,200,270,95,c
E01003410,Merton 012E,20,150,180,285,c
E01003411,Merton 014C,25,85,340,325,c
E01003412,Merton 014D,30,145,305,170,c
E01003413,Merton 017A,35,145,290,295,c
E01003414,Merton 017B,35,150,355,55,c
E01003415,Merton 017C,30,150,540,105,c
E01003416,Merton 017D,30,180,315,40,c
E01003417,Merton 025A,15,150,345,105,c
E01003418,Merton 025B,c,95,435,c,c
E01003419,Merton 025C,15,190,310,170,c
E01003420,Merton 025D,25,110,330,50,c
E01003421,Merton 021E,10,90,230,320,c
E01003422,Merton 025E,c,165,250,125,c
E01003423,Merton 011E,c,70,265,360,c
E01003424,Merton 015B,50,345,135,60,c
E01003425,Merton 015C,15,290,215,c,c
E01003426,Merton 015D,30,275,270,55,c
E01003427,Merton 023A,15,115,210,440,c
E01003428,Merton 015E,100,125,80,370,c
E01003429,Merton 019A,20,125,365,25,c
E01003430,Merton 019B,25,55,225,295,c
E01003431,Merton 019C,25,145,295,125,c
E01003432,Merton 019D,25,225,185,105,c
E01003433,Merton 019E,35,105,260,210,c
E01003434,Merton 017E,30,165,275,50,c
E01003435,Merton 014E,25,160,270,305,c
E01003436,Merton 023B,50,170,325,85,c
E01003437,Merton 022C,135,290,85,290,c
E01003438,Merton 024A,25,140,445,70,c
E01003439,Merton 023C,20,130,260,195,c
E01003440,Merton 022D,25,165,145,350,c
E01003441,Merton 022E,20,140,245,250,c
E01003442,Merton 010A,115,155,65,430,c
E01003443,Merton 010B,115,135,305,110,c
E01003444,Merton 010C,70,200,65,395,c
E01003445,Merton 010D,95,385,30,165,c
E01003446,Merton 016C,25,135,95,735,c
E01003447,Merton 016D,10,65,100,540,c
E01003448,Merton 023D,15,115,445,340,c
E01003449,Merton 024B,15,185,260,220,c
E01003450,Merton 024C,20,150,395,65,c
E01003451,Merton 024D,10,215,345,115,c
E01003452,Merton 024E,10,100,270,460,c
E01003453,Merton 023E,30,140,380,145,c
E01003454,Merton 003B,20,150,110,330,c
E01003455,Merton 005E,10,35,285,475,c
E01003456,Merton 003C,20,165,25,530,c
E01003457,Merton 006C,15,110,400,120,c
E01003458,Merton 006D,20,130,280,325,c
E01003459,Merton 006E,20,65,305,640,c
E01003460,Merton 002A,190,90,70,360,c
E01003461,Merton 004E,125,110,135,405,c
E01003462,Merton 002B,200,70,200,150,c
E01003463,Merton 010E,280,160,c,190,c
E01003464,Merton 002C,220,85,105,180,c
E01003465,Merton 002D,310,75,35,85,c
E01003466,Merton 020A,35,145,400,70,c
E01003467,Merton 020B,10,225,320,130,c
E01003468,Merton 020C,15,135,455,45,c
E01003469,Merton 020D,20,85,240,255,c
E01003470,Merton 020E,10,200,290,310,c
E01003471,Merton 016E,50,190,225,200,c
E01003472,Merton 001A,c,25,435,35,c
E01003473,Merton 001B,10,60,275,240,c
E01003474,Merton 001C,165,195,30,115,c
E01003476,Merton 003D,10,110,110,275,c
E01003477,Merton 003E,10,160,210,240,c
E01003478,Merton 001E,c,50,440,190,c
E01003479,Newham 035A,65,160,215,185,c
E01003480,Newham 033A,55,155,210,185,c
E01003481,Newham 035B,35,125,200,145,c
E01003483,Newham 032A,40,160,195,280,c
E01003484,Newham 032B,30,155,175,245,c
E01003485,Newham 035C,115,160,160,150,c
E01003486,Newham 033C,25,80,155,210,c
E01003487,Newham 033D,25,60,180,165,c
E01003488,Newham 019A,35,65,135,465,c
E01003489,Newham 019B,50,45,140,770,c
E01003490,Newham 019C,65,70,260,205,c
E01003491,Newham 022A,50,60,215,345,c
E01003492,Newham 025A,50,75,340,90,c
E01003494,Newham 025C,45,95,450,50,c
E01003495,Newham 025D,45,90,465,35,c
E01003496,Newham 027A,15,30,90,485,c
E01003497,Newham 034A,40,90,330,170,c
E01003498,Newham 027B,35,60,180,465,c
E01003499,Newham 030A,40,70,185,575,c
E01003500,Newham 027C,45,185,275,260,c
E01003501,Newham 030B,45,95,265,440,c
E01003502,Newham 030C,40,45,195,590,c
E01003503,Newham 030D,10,30,80,1175,c
E01003506,Newham 034D,30,70,140,265,c
E01003507,Newham 031A,55,105,285,420,c
E01003508,Newham 031B,30,70,225,690,c
E01003509,Newham 031C,45,60,195,525,c
E01003511,Newham 036A,30,60,130,470,c
E01003512,Newham 036B,60,120,335,210,c
E01003513,Newham 035D,90,180,190,110,c
E01003514,Newham 036C,35,105,195,215,c
E01003515,Newham 036D,15,55,145,650,c
E01003516,Newham 032C,35,105,165,375,c
E01003517,Newham 036E,60,100,245,245,c
E01003518,Newham 032D,95,210,195,100,c
E01003519,Newham 032E,40,80,235,150,c
E01003520,Newham 018A,50,60,245,260,c
E01003521,Newham 018B,45,60,280,355,c
E01003522,Newham 018C,55,60,305,135,c
E01003523,Newham 024A,40,105,275,335,c
E01003524,Newham 019D,55,80,240,205,c
E01003525,Newham 018D,40,55,270,215,c
E01003526,Newham 018E,35,60,275,145,c
E01003527,Newham 024B,40,75,395,55,c
E01003528,Newham 005A,c,15,90,310,c
E01003529,Newham 010A,55,55,350,200,c
E01003530,Newham 010B,50,80,320,45,c
E01003531,Newham 010C,50,60,240,255,c
E01003532,Newham 010D,40,75,335,135,c
E01003533,Newham 011A,40,80,265,205,c
E01003534,Newham 010E,55,65,345,200,c
E01003535,Newham 023A,30,65,155,335,c
E01003536,Newham 023B,55,90,395,105,c
E01003537,Newham 024C,45,90,435,105,c
E01003538,Newham 029A,40,60,225,375,c
E01003539,Newham 029B,55,85,410,175,c
E01003540,Newham 029C,20,130,175,315,c
E01003541,Newham 029D,45,120,355,75,c
E01003542,Newham 024D,20,60,240,385,c
E01003543,Newham 001A,35,105,295,455,c
E01003544,Newham 001B,30,100,320,205,c
E01003545,Newham 006A,35,95,245,290,c
E01003546,Newham 001C,30,55,220,295,c
E01003547,Newham 007A,30,100,355,240,c
E01003548,Newham 006B,50,90,340,425,c
E01003549,Newham 006C,20,45,155,610,c
E01003550,Newham 001D,35,35,235,340,c
E01003551,Newham 009A,15,40,175,435,c
E01003552,Newham 016A,35,90,155,280,c
E01003553,Newham 009B,25,50,90,600,c
E01003554,Newham 009C,35,70,340,290,c
E01003555,Newham 007B,55,110,165,190,c
E01003556,Newham 008A,25,45,60,600,c
E01003557,Newham 006D,40,110,45,505,c
E01003558,Newham 008B,15,45,170,365,c
E01003559,Newham 009D,45,60,345,530,c
E01003560,Newham 011B,60,55,310,50,c
E01003561,Newham 007C,40,55,260,135,c
E01003562,Newham 014A,45,55,305,220,c
E01003563,Newham 011C,60,110,295,140,c
E01003564,Newham 014B,70,70,300,255,c
E01003565,Newham 014C,50,60,240,190,c
E01003566,Newham 014D,30,65,120,340,c
E01003567,Newham 007D,40,50,195,270,c
E01003568,Newham 017A,50,75,345,195,c
E01003569,Newham 017B,35,75,240,270,c
E01003570,Newham 008C,45,45,255,245,c
E01003571,Newham 008D,55,90,290,180,c
E01003572,Newham 008E,35,60,190,190,c
E01003573,Newham 017C,65,80,310,170,c
E01003574,Newham 017D,65,90,285,375,c
E01003575,Newham 005B,45,55,245,150,c
E01003576,Newham 002A,15,25,80,575,c
E01003577,Newham 005C,15,60,95,625,c
E01003578,Newham 003A,55,65,225,300,c
E01003579,Newham 004A,45,60,255,160,c
E01003580,Newham 005D,45,75,235,285,c
E01003581,Newham 002B,40,65,275,125,c
E01003582,Newham 002C,30,80,195,190,c
E01003583,Newham 002D,35,80,285,145,c
E01003584,Newham 003B,40,105,310,180,c
E01003585,Newham 004B,35,55,255,105,c
E01003586,Newham 003C,35,75,245,200,c
E01003587,Newham 004C,25,45,240,545,c
E01003588,Newham 011D,35,35,250,130,c
E01003589,Newham 011E,35,65,295,145,c
E01003590,Newham 003D,15,45,140,385,c
E01003591,Newham 004D,20,35,170,515,c
E01003592,Newham 022B,30,55,305,280,c
E01003593,Newham 027D,40,65,205,255,c
E01003594,Newham 026A,45,110,225,235,c
E01003595,Newham 026B,30,60,165,460,c
E01003596,Newham 016B,20,75,175,295,c
E01003597,Newham 016C,60,80,180,220,c
E01003598,Newham 021A,15,45,120,490,c
E01003599,Newham 022C,20,45,175,265,c
E01003600,Newham 021B,20,50,155,385,c
E01003601,Newham 028A,40,125,330,250,c
E01003602,Newham 026C,80,75,315,195,c
E01003603,Newham 028B,45,70,440,85,c
E01003604,Newham 031D,60,165,370,185,c
E01003605,Newham 028C,40,60,285,340,c
E01003607,Newham 026D,75,80,215,255,c
E01003608,Newham 028D,75,75,445,115,c
E01003611,Newham 041C,15,15,45,700,c
E01003615,Newham 039A,45,65,245,305,c
E01003616,Newham 012A,35,90,185,420,c
E01003618,Newham 012C,45,75,515,250,c
E01003619,Newham 012D,25,35,150,925,10
E01003621,Newham 023C,65,70,295,35,c
E01003622,Newham 023D,35,60,165,290,c
E01003623,Newham 023E,40,140,180,135,c
E01003624,Newham 024E,35,85,255,125,c
E01003625,Newham 015A,35,65,240,170,c
E01003626,Newham 015B,50,70,285,75,c
E01003627,Newham 015C,55,50,245,125,c
E01003628,Newham 015D,35,95,275,35,c
E01003629,Newham 015E,35,85,220,200,c
E01003630,Newham 021C,20,50,165,495,c
E01003631,Newham 020A,25,80,255,395,c
E01003632,Newham 020B,60,95,445,240,c
E01003633,Newham 020C,20,35,110,590,c
E01003634,Newham 020D,25,85,195,310,c
E01003635,Newham 016D,45,80,305,220,c
E01003636,Newham 020E,25,50,125,540,c
E01003637,Newham 021D,40,50,315,205,c
E01003638,Redbridge 017A,25,145,280,230,c
E01003639,Redbridge 013A,30,245,195,350,c
E01003640,Redbridge 013B,35,120,335,155,c
E01003641,Redbridge 013C,50,160,250,165,c
E01003642,Redbridge 013D,25,290,150,105,c
E01003643,Redbridge 017B,40,230,345,100,c
E01003644,Redbridge 017C,30,95,365,25,c
E01003645,Redbridge 017D,45,110,320,450,c
E01003646,Redbridge 012A,20,185,205,210,c
E01003647,Redbridge 015A,15,100,340,200,c
E01003648,Redbridge 012B,30,275,150,85,c
E01003649,Redbridge 012C,25,255,140,100,c
E01003650,Redbridge 015B,45,170,170,225,c
E01003651,Redbridge 012D,15,230,165,75,c
E01003652,Redbridge 015C,30,135,300,20,c
E01003653,Redbridge 015D,45,115,200,340,50
E01003654,Redbridge 004A,25,355,95,140,c
E01003655,Redbridge 004B,20,300,245,95,c
E01003656,Redbridge 005A,15,255,140,270,c
E01003657,Redbridge 005B,100,265,285,265,c
E01003658,Redbridge 004C,20,110,205,370,c
E01003659,Redbridge 005C,20,140,455,35,c
E01003660,Redbridge 004D,10,225,375,75,c
E01003661,Redbridge 038A,60,245,285,130,c
E01003662,Redbridge 038C,25,100,245,415,c
E01003663,Redbridge 037A,30,370,125,145,c
E01003664,Redbridge 037B,15,215,275,80,c
E01003665,Redbridge 037E,25,200,305,c,c
E01003666,Redbridge 038B,35,115,310,640,c
E01003668,Redbridge 007A,55,145,80,560,c
E01003669,Redbridge 007B,50,230,140,205,c
E01003670,Redbridge 007C,25,285,80,200,c
E01003671,Redbridge 007D,40,355,145,25,c
E01003672,Redbridge 007E,25,65,25,685,c
E01003673,Redbridge 007F,40,185,245,340,c
E01003674,Redbridge 007G,20,145,80,845,c
E01003675,Redbridge 036A,25,235,115,130,c
E01003676,Redbridge 036B,30,200,245,50,c
E01003677,Redbridge 036C,55,365,100,20,c
E01003678,Redbridge 036D,70,355,15,45,c
E01003679,Redbridge 036E,70,385,45,c,c
E01003680,Redbridge 036F,15,280,175,20,c
E01003681,Redbridge 036G,30,165,165,330,c
E01003682,Redbridge 036H,45,155,310,10,c
E01003683,Redbridge 040C,60,100,360,60,c
E01003684,Redbridge 040E,55,90,315,50,c
E01003685,Redbridge 040D,55,110,295,115,c
E01003686,Redbridge 040A,25,110,275,180,c
E01003688,Redbridge 040B,25,110,170,235,c
E01003689,Redbridge 039C,35,75,185,520,c
E01003690,Redbridge 035A,35,185,100,485,c
E01003691,Redbridge 035B,20,80,280,100,c
E01003692,Redbridge 035C,20,115,245,135,c
E01003693,Redbridge 035D,20,300,120,20,c
E01003694,Redbridge 035E,15,170,210,70,c
E01003695,Redbridge 035F,10,75,135,340,c
E01003696,Redbridge 035G,35,115,290,100,c
E01003697,Redbridge 035H,15,210,205,95,c
E01003698,Redbridge 006A,15,340,120,60,c
E01003699,Redbridge 006B,95,225,160,130,c
E01003700,Redbridge 006C,110,245,345,180,c
E01003701,Redbridge 006D,40,130,325,205,c
E01003702,Redbridge 006E,45,195,330,380,c
E01003703,Redbridge 006F,125,360,205,315,c
E01003704,Redbridge 006G,35,105,335,235,c
E01003705,Redbridge 010A,95,200,360,190,c
E01003706,Redbridge 010B,25,280,95,240,c
E01003707,Redbridge 008A,50,380,35,35,c
E01003708,Redbridge 008B,45,140,160,430,c
E01003709,Redbridge 008C,30,495,55,10,c
E01003710,Redbridge 008D,140,275,60,45,c
E01003711,Redbridge 010C,25,320,160,150,c
E01003712,Redbridge 010D,15,85,175,280,c
E01003713,Redbridge 034A,50,180,215,60,c
E01003714,Redbridge 034B,60,85,405,150,c
E01003715,Redbridge 034C,45,85,315,210,c
E01003716,Redbridge 034D,30,245,125,215,c
E01003718,Redbridge 034E,15,85,215,355,c
E01003719,Redbridge 034F,35,165,170,385,c
E01003720,Redbridge 002A,30,245,220,300,10
E01003721,Redbridge 003A,20,130,345,175,10
E01003722,Redbridge 002B,25,390,190,240,c
E01003723,Redbridge 002C,25,300,290,115,c
E01003724,Redbridge 003B,60,340,60,60,c
E01003725,Redbridge 003C,30,195,300,155,c
E01003726,Redbridge 002D,95,280,275,320,c
E01003727,Redbridge 003D,20,225,330,80,c
E01003729,Redbridge 032B,45,60,235,205,c
E01003730,Redbridge 032C,60,70,295,55,c
E01003731,Redbridge 033A,40,70,225,90,c
E01003732,Redbridge 032D,25,50,120,440,c
E01003733,Redbridge 032E,55,80,295,75,c
E01003734,Redbridge 033B,65,90,295,80,c
E01003735,Redbridge 033C,40,100,215,380,c
E01003736,Redbridge 033D,105,95,260,50,c
E01003737,Redbridge 031A,200,320,20,135,c
E01003738,Redbridge 031B,35,210,385,45,c
E01003739,Redbridge 031C,50,195,350,100,c
E01003740,Redbridge 031D,105,220,245,70,c
E01003741,Redbridge 031E,25,125,300,230,c
E01003742,Redbridge 031F,70,115,390,75,c
E01003743,Redbridge 031G,45,110,320,65,c
E01003744,Redbridge 001A,255,85,100,190,c
E01003745,Redbridge 001B,305,150,15,15,c
E01003746,Redbridge 001C,180,130,80,320,c
E01003747,Redbridge 001D,160,295,15,25,c
E01003748,Redbridge 001E,255,170,20,195,c
E01003749,Redbridge 001F,55,205,225,225,c
E01003750,Redbridge 001G,30,220,75,575,c
E01003751,Redbridge 020A,50,185,245,210,c
E01003752,Redbridge 023A,35,120,445,255,c
E01003753,Redbridge 020B,20,130,235,270,c
E01003754,Redbridge 020C,20,160,240,150,c
E01003755,Redbridge 023B,30,110,410,110,c
E01003756,Redbridge 023C,35,145,400,195,c
E01003757,Redbridge 020D,25,105,295,235,c
E01003759,Redbridge 009A,15,355,150,45,c
E01003760,Redbridge 009B,20,240,210,225,c
E01003761,Redbridge 009C,c,20,20,655,c
E01003762,Redbridge 009D,20,120,295,245,c
E01003763,Redbridge 009E,20,445,110,105,c
E01003764,Redbridge 009F,20,170,210,480,c
E01003765,Redbridge 009G,25,160,295,290,c
E01003766,Redbridge 024A,30,110,370,120,c
E01003767,Redbridge 024B,55,110,295,215,c
E01003768,Redbridge 024C,25,85,155,410,c
E01003769,Redbridge 022A,20,85,200,335,c
E01003770,Redbridge 022B,35,225,310,290,c
E01003771,Redbridge 022C,65,75,240,185,c
E01003772,Redbridge 024D,35,255,210,40,c
E01003773,Redbridge 022D,40,135,275,150,c
E01003774,Redbridge 014A,50,230,160,445,c
E01003775,Redbridge 014B,130,155,75,315,c
E01003776,Redbridge 014C,25,20,55,820,c
E01003777,Redbridge 014D,100,135,160,485,c
E01003778,Redbridge 014E,70,85,140,645,c
E01003779,Redbridge 014F,20,65,340,325,c
E01003780,Redbridge 014G,35,425,50,c,c
E01003781,Redbridge 026A,25,140,110,430,c
E01003782,Redbridge 026B,35,95,175,215,c
E01003783,Redbridge 029A,15,105,110,710,c
E01003784,Redbridge 029B,30,115,275,200,c
E01003785,Redbridge 029C,15,120,150,470,c
E01003786,Redbridge 026C,30,70,315,45,c
E01003787,Redbridge 026D,25,105,200,175,c
E01003788,Redbridge 029D,25,110,125,450,c
E01003789,Redbridge 018A,75,195,115,225,c
E01003790,Redbridge 027A,25,100,315,120,c
E01003791,Redbridge 027B,30,275,170,80,c
E01003792,Redbridge 027C,20,155,240,105,c
E01003793,Redbridge 027D,15,95,105,545,c
E01003794,Redbridge 018B,20,320,205,60,c
