Ward code,Ward name,Total population,Under 15 years,15 to 64 years,65 years and older,Detached whole house or bungalow,Semi-detached whole house or bungalow,Terraced whole house or bungalow,"Flat, maisonette or apartment",A caravan or other mobile or temporary structure,Total: All dwellings,Total: Occupied dwellings,Unoccupied dwellings,Total: All households,One-person household,One-person household: Aged 66 years and over,One-person household: Other,Single family household,Other household types
E05000612,Earlsfield,16256,2703,12413,1140,65.0,315.0,1970.0,4845.0,10.0,7220,6825,390.0,6834.0,2107.0,408.0,1699.0,3721.0,1006.0
E05000613,East Putney,16360,2253,12376,1731,280.0,580.0,865.0,6380.0,0.0,8110,7425,680.0,7435.0,2459.0,721.0,1738.0,3909.0,1067.0
E05000614,Fairfield,15221,1971,12020,1230,45.0,335.0,1420.0,5820.0,0.0,7665,6940,715.0,6962.0,2160.0,425.0,1735.0,3644.0,1158.0
E05000615,Furzedown,16138,3130,11180,1828,220.0,830.0,1985.0,3310.0,0.0,6350,6015,340.0,6020.0,1607.0,563.0,1044.0,3511.0,902.0
E05000616,Graveney,15504,2606,11436,1462,160.0,515.0,2320.0,3690.0,0.0,6700,6290,410.0,6299.0,1677.0,476.0,1201.0,3411.0,1211.0
E05000617,Latchmere,16703,2958,12342,1403,40.0,185.0,930.0,6385.0,0.0,7590,6985,595.0,6987.0,2252.0,599.0,1653.0,3643.0,1092.0
E05000618,Nightingale,14772,2140,11072,1560,175.0,655.0,1575.0,4360.0,0.0,6775,6270,505.0,6308.0,1930.0,473.0,1457.0,3338.0,1040.0
E05000619,Northcote,15367,3122,11156,1089,50.0,435.0,2100.0,3950.0,0.0,6580,6070,510.0,6087.0,1486.0,350.0,1136.0,3562.0,1039.0
E05000620,Queenstown,22872,3292,18020,1560,30.0,90.0,555.0,12650.0,25.0,13465,10690,2780.0,10694.0,3772.0,587.0,3185.0,5288.0,1634.0
E05000621,Roehampton and Putney Heath,16899,3547,11646,1706,285.0,250.0,610.0,5060.0,0.0,6230,5865,375.0,5861.0,1760.0,671.0,1089.0,3252.0,849.0
E05000622,St. Mary's Park,19126,2657,14239,2230,40.0,335.0,680.0,9295.0,20.0,10450,8885,1560.0,8890.0,3170.0,793.0,2377.0,4341.0,1379.0
E05000623,Shaftesbury,14784,2084,11391,1309,65.0,270.0,2570.0,3845.0,0.0,6775,6430,355.0,6445.0,1820.0,487.0,1333.0,3299.0,1326.0
E05000624,Southfields,18264,3373,13312,1579,20.0,350.0,2590.0,5145.0,0.0,8170,7755,415.0,7748.0,2167.0,561.0,1606.0,4660.0,921.0
E05000625,Thamesfield,16723,2559,12330,1834,135.0,645.0,1870.0,5525.0,25.0,8255,7425,835.0,7451.0,2224.0,596.0,1628.0,4243.0,984.0
E05000626,Tooting,15751,2298,11934,1519,120.0,610.0,2360.0,3460.0,0.0,6555,6060,505.0,6071.0,1514.0,460.0,1054.0,3043.0,1514.0
E05000627,Wandsworth Common,14711,2730,10523,1458,180.0,1015.0,1695.0,2975.0,0.0,5890,5545,340.0,5559.0,1381.0,421.0,960.0,3427.0,751.0
E05000628,West Hill,16816,3196,11761,1859,310.0,635.0,850.0,5255.0,0.0,7080,6605,475.0,6598.0,1867.0,629.0,1238.0,3875.0,856.0
E05000629,West Putney,15734,2933,10622,2179,480.0,765.0,1495.0,4180.0,0.0,6930,6505,425.0,6508.0,2007.0,766.0,1241.0,3776.0,725.0
E05000630,Abbey Road,10433,1751,7265,1417,345.0,415.0,475.0,4565.0,0.0,5785,4750,1030.0,4760.0,1812.0,523.0,1289.0,2452.0,496.0
E05000631,Bayswater,9875,1088,7703,1084,45.0,130.0,490.0,5450.0,0.0,6140,4950,1190.0,4947.0,2376.0,441.0,1935.0,2024.0,547.0
E05000632,Bryanston and Dorset Square,10534,1030,8298,1206,25.0,85.0,495.0,7060.0,0.0,7675,5225,2445.0,5228.0,2340.0,432.0,1908.0,2136.0,752.0
E05000633,Churchill,9229,1472,6638,1119,0.0,30.0,290.0,4920.0,0.0,5290,4315,980.0,4312.0,1913.0,437.0,1476.0,1970.0,429.0
E05000634,Church Street,11666,1971,8239,1456,0.0,25.0,150.0,4885.0,0.0,5100,4540,560.0,4549.0,1677.0,548.0,1129.0,2171.0,701.0
E05000635,Harrow Road,11415,1707,8579,1129,25.0,75.0,320.0,5135.0,0.0,5600,5100,495.0,5117.0,1991.0,485.0,1506.0,2487.0,639.0
E05000636,Hyde Park,11819,1267,9273,1279,25.0,85.0,640.0,8010.0,0.0,8815,5565,3250.0,5573.0,2518.0,501.0,2017.0,2374.0,681.0
E05000637,Knightsbridge and Belgravia,7124,863,5164,1097,105.0,190.0,1490.0,4070.0,0.0,5870,2760,3105.0,2766.0,1064.0,305.0,759.0,1363.0,339.0
E05000638,Lancaster Gate,11116,1184,8709,1223,15.0,70.0,435.0,7110.0,0.0,7670,5560,2100.0,5567.0,2524.0,467.0,2057.0,2325.0,718.0
E05000639,Little Venice,10360,1498,7520,1342,20.0,135.0,330.0,4980.0,0.0,5490,4455,1035.0,4464.0,1655.0,457.0,1198.0,2352.0,457.0
E05000640,Maida Vale,10506,1707,7808,991,0.0,55.0,120.0,4705.0,0.0,4920,4410,510.0,4419.0,1378.0,389.0,989.0,2354.0,687.0
E05000641,Marylebone High Street,8542,872,6535,1135,15.0,45.0,425.0,6460.0,0.0,6985,4345,2640.0,4356.0,2068.0,440.0,1628.0,1858.0,430.0
E05000642,Queen's Park,12761,2234,9125,1402,135.0,240.0,1415.0,3655.0,0.0,5445,5085,355.0,5105.0,1613.0,416.0,1197.0,2850.0,642.0
E05000643,Regent's Park,10826,1365,7745,1716,90.0,100.0,235.0,6355.0,0.0,6830,5170,1655.0,5171.0,2196.0,677.0,1519.0,2388.0,587.0
E05000644,St. James's,10591,1009,8354,1228,15.0,25.0,280.0,8645.0,0.0,9020,5410,3605.0,5423.0,2802.0,508.0,2294.0,2070.0,551.0
E05000645,Tachbrook,7082,785,5151,1146,0.0,0.0,160.0,4980.0,0.0,5175,3815,1375.0,3818.0,1890.0,556.0,1334.0,1556.0,372.0
E05000646,Vincent Square,10096,1281,7430,1385,0.0,0.0,105.0,6250.0,0.0,6395,4930,1475.0,4917.0,2167.0,559.0,1608.0,2250.0,500.0
E05000647,Warwick,8600,811,6672,1117,10.0,30.0,385.0,5180.0,0.0,5650,4280,1370.0,4291.0,2005.0,487.0,1518.0,1793.0,493.0
E05000648,Westbourne,12812,2186,9406,1220,0.0,15.0,70.0,5695.0,0.0,5835,5165,675.0,5171.0,1856.0,434.0,1422.0,2735.0,580.0
E05000649,West End,8834,680,7061,1093,25.0,90.0,400.0,8660.0,0.0,9195,4875,4315.0,4883.0,2593.0,437.0,2156.0,1776.0,514.0
E05009297,City of London,8587,580,6797,1210,0.0,0.0,85.0,7210.0,0.0,7330,4915,2410.0,4915.0,2508.0,496.0,2012.0,1979.0,428.0
E05009317,Bethnal Green,23708,4456,17884,1368,60.0,130.0,870.0,7410.0,0.0,8535,8030,490.0,8044.0,2260.0,454.0,1806.0,4283.0,1501.0
E05009318,Blackwall & Cubitt Town,21615,3325,17514,776,0.0,75.0,335.0,10925.0,80.0,11490,9545,1945.0,9571.0,3491.0,245.0,3246.0,4708.0,1372.0
E05009319,Bow East,19540,3228,15150,1162,115.0,205.0,935.0,7700.0,0.0,8990,8405,580.0,8401.0,2721.0,492.0,2229.0,4398.0,1282.0
E05009320,Bow West,13708,2396,10173,1139,50.0,165.0,1360.0,3980.0,0.0,5580,5275,305.0,5277.0,1529.0,406.0,1123.0,2656.0,1092.0
E05009321,Bromley North,11567,2401,8465,701,45.0,105.0,350.0,4180.0,20.0,4725,4445,280.0,4441.0,1418.0,208.0,1210.0,2326.0,697.0
E05009322,Bromley South,13511,3023,9921,567,0.0,25.0,165.0,4945.0,0.0,5195,4865,330.0,4860.0,1334.0,131.0,1203.0,2749.0,777.0
E05009323,Canary Wharf,18088,2769,14693,626,10.0,95.0,210.0,10330.0,0.0,10725,8575,2155.0,8576.0,3442.0,197.0,3245.0,4125.0,1009.0
E05009324,Island Gardens,15005,2700,11409,896,75.0,430.0,1185.0,4940.0,0.0,6635,6080,555.0,6093.0,1720.0,288.0,1432.0,3449.0,924.0
E05009325,Lansbury,21672,5026,15409,1237,70.0,225.0,700.0,7110.0,0.0,8160,7500,665.0,7517.0,1989.0,401.0,1588.0,4210.0,1318.0
E05009326,Limehouse,6304,879,5068,357,0.0,95.0,140.0,2855.0,20.0,3125,2755,375.0,2756.0,939.0,120.0,819.0,1362.0,455.0
E05009327,Mile End,23744,4971,17635,1138,85.0,70.0,540.0,8490.0,0.0,9270,8635,635.0,8645.0,2374.0,347.0,2027.0,4626.0,1645.0
E05009328,Poplar,6642,1594,4691,357,0.0,45.0,190.0,2330.0,0.0,2585,2375,210.0,2378.0,694.0,104.0,590.0,1321.0,363.0
E05009329,St. Dunstan's,13062,2881,9399,782,85.0,205.0,815.0,3475.0,0.0,4600,4410,185.0,4423.0,1248.0,242.0,1006.0,2341.0,834.0
E05009330,St. Katharine's & Wapping,11093,1390,8917,786,30.0,75.0,530.0,5615.0,20.0,6310,5360,950.0,5364.0,2033.0,285.0,1748.0,2663.0,668.0
E05009331,St. Peter's,18792,3193,14462,1137,0.0,115.0,375.0,7005.0,0.0,7610,7070,545.0,7076.0,2354.0,400.0,1954.0,3330.0,1392.0
E05009332,Shadwell,14349,3113,10251,985,25.0,75.0,300.0,5135.0,0.0,5575,5050,530.0,5060.0,1581.0,336.0,1245.0,2586.0,893.0
E05009333,Spitalfields & Banglatown,12628,1916,10005,707,20.0,115.0,440.0,4965.0,0.0,5570,4765,800.0,4774.0,1685.0,187.0,1498.0,2049.0,1040.0
E05009334,Stepney Green,12849,2694,9096,1059,45.0,100.0,560.0,3940.0,0.0,4660,4400,280.0,4397.0,1323.0,386.0,937.0,2250.0,824.0
E05009335,Weavers,14076,2378,10788,910,20.0,100.0,610.0,5595.0,0.0,6370,5715,650.0,5728.0,1945.0,334.0,1611.0,2633.0,1150.0
E05009336,Whitechapel,18342,3094,14475,773,0.0,90.0,285.0,8295.0,0.0,8730,7210,1520.0,7224.0,2460.0,231.0,2229.0,3279.0,1485.0
E05009367,Brownswood,9281,1347,7240,694,35.0,160.0,310.0,4010.0,15.0,4570,4200,360.0,4224.0,1469.0,247.0,1222.0,2057.0,698.0
E05009368,Cazenove,14296,3863,9427,1006,60.0,160.0,715.0,4345.0,0.0,5300,4850,460.0,4853.0,1393.0,286.0,1107.0,2696.0,764.0
E05009369,Clissold,13611,2346,10034,1231,40.0,175.0,1140.0,4825.0,0.0,6210,5820,395.0,5827.0,1859.0,429.0,1430.0,3230.0,738.0
E05009370,Dalston,10213,1331,8255,627,50.0,170.0,595.0,4180.0,0.0,5025,4555,465.0,4572.0,1549.0,243.0,1306.0,2102.0,921.0
E05009371,De Beauvoir,10742,1768,8205,769,20.0,295.0,630.0,4120.0,30.0,5130,4745,390.0,4753.0,1526.0,297.0,1229.0,2515.0,712.0
E05009372,Hackney Central,12991,2175,9716,1100,40.0,160.0,565.0,5475.0,0.0,6290,5825,475.0,5824.0,2164.0,502.0,1662.0,2817.0,843.0
E05009373,Hackney Downs,12990,2142,9804,1044,80.0,185.0,815.0,4700.0,0.0,5795,5365,440.0,5375.0,1860.0,372.0,1488.0,2623.0,892.0
E05009374,Hackney Wick,12315,2209,9061,1045,120.0,300.0,1035.0,3790.0,0.0,5270,4940,320.0,4946.0,1548.0,401.0,1147.0,2675.0,723.0
E05009375,Haggerston,12339,2013,9286,1040,35.0,145.0,445.0,4925.0,10.0,5605,5275,330.0,5276.0,1743.0,412.0,1331.0,2647.0,886.0
E05009376,Homerton,12725,2546,9356,823,10.0,95.0,510.0,4715.0,0.0,5390,5020,360.0,5044.0,1699.0,283.0,1416.0,2568.0,777.0
E05009377,Hoxton East & Shoreditch,11885,1412,9823,650,10.0,15.0,145.0,6175.0,0.0,6410,5475,930.0,5477.0,1968.0,265.0,1703.0,2540.0,969.0
E05009378,Hoxton West,14420,2064,11508,848,10.0,25.0,165.0,7215.0,20.0,7505,6585,910.0,6588.0,2540.0,355.0,2185.0,3036.0,1012.0
E05009379,King's Park,13543,2771,9428,1344,150.0,315.0,1430.0,3555.0,0.0,5470,5145,320.0,5154.0,1544.0,507.0,1037.0,2796.0,814.0
E05009380,Lea Bridge,14533,2965,10432,1136,105.0,255.0,1415.0,4290.0,0.0,6100,5450,655.0,5467.0,1645.0,319.0,1326.0,2902.0,920.0
E05009381,London Fields,10811,1628,8081,1102,70.0,395.0,790.0,3880.0,0.0,5165,4750,420.0,4745.0,1642.0,390.0,1252.0,2357.0,746.0
E05009382,Shacklewell,9400,1631,7110,659,45.0,85.0,725.0,3355.0,0.0,4225,3885,340.0,3896.0,1149.0,214.0,935.0,2079.0,668.0
E05009383,Springfield,17085,5553,10078,1454,105.0,345.0,1090.0,5000.0,10.0,6575,5700,880.0,5709.0,1788.0,561.0,1227.0,3371.0,550.0
E05009384,Stamford Hill West,8030,2701,4609,720,10.0,170.0,390.0,2285.0,0.0,2885,2575,315.0,2574.0,733.0,236.0,497.0,1579.0,262.0
E05009385,Stoke Newington,11755,1905,8791,1059,40.0,155.0,1495.0,3700.0,0.0,5430,4975,455.0,4984.0,1589.0,336.0,1253.0,2580.0,815.0
E05009386,Victoria,13168,2332,9662,1174,90.0,250.0,980.0,4620.0,15.0,5970,5600,365.0,5590.0,1908.0,468.0,1440.0,2892.0,790.0
E05009387,Woodberry Down,12994,2954,9066,974,40.0,90.0,190.0,5615.0,30.0,5995,5190,820.0,5201.0,1621.0,367.0,1254.0,2905.0,675.0
E05009388,Abingdon,6549,883,4700,966,30.0,120.0,650.0,3495.0,0.0,4320,3180,1140.0,3204.0,1317.0,355.0,962.0,1639.0,248.0
E05009389,Brompton & Hans Town,8232,998,5976,1258,30.0,160.0,1000.0,6545.0,0.0,7755,4305,3455.0,4300.0,2135.0,492.0,1643.0,1791.0,374.0
E05009390,Campden,8623,1416,5949,1258,85.0,170.0,995.0,4100.0,0.0,5360,3890,1470.0,3898.0,1466.0,413.0,1053.0,2107.0,325.0
E05009391,Chelsea Riverside,6890,996,4605,1289,10.0,90.0,425.0,3695.0,45.0,4300,3400,900.0,3404.0,1596.0,543.0,1053.0,1499.0,309.0
E05009392,Colville,8724,1113,6302,1309,0.0,10.0,350.0,4940.0,0.0,5355,4420,935.0,4435.0,2183.0,594.0,1589.0,1835.0,417.0
E05009393,Courtfield,5993,766,4523,704,0.0,90.0,435.0,4015.0,0.0,4570,2940,1630.0,2984.0,1443.0,275.0,1168.0,1270.0,271.0
E05009394,Dalgarno,7403,1322,5060,1021,25.0,95.0,410.0,2555.0,0.0,3120,2900,220.0,2897.0,1040.0,299.0,741.0,1518.0,339.0
E05009395,Earl's Court,9459,1082,7298,1079,0.0,35.0,245.0,5970.0,0.0,6305,4910,1395.0,4914.0,2435.0,526.0,1909.0,1916.0,563.0
E05009396,Golborne,9147,1295,6747,1105,30.0,50.0,150.0,4210.0,15.0,4480,3950,530.0,3941.0,1633.0,406.0,1227.0,1907.0,401.0
E05009397,Holland,10308,1755,7249,1304,130.0,110.0,585.0,5160.0,0.0,6020,4400,1610.0,4405.0,1659.0,440.0,1219.0,2211.0,535.0
E05009398,Norland,5225,748,3707,770,30.0,210.0,810.0,1905.0,0.0,2965,2460,505.0,2465.0,992.0,285.0,707.0,1259.0,214.0
E05009399,Notting Dale,9581,1679,6606,1296,0.0,80.0,370.0,3600.0,15.0,4105,3765,340.0,3790.0,1366.0,492.0,874.0,1957.0,467.0
E05009400,Pembridge,5498,650,4063,785,45.0,125.0,395.0,2865.0,0.0,3445,2675,765.0,2718.0,1364.0,302.0,1062.0,1115.0,239.0
E05009401,Queen's Gate,8043,1057,6042,944,40.0,180.0,550.0,5095.0,0.0,5900,3705,2195.0,3711.0,1563.0,334.0,1229.0,1718.0,430.0
E05009402,Redcliffe,11007,1421,8298,1288,35.0,230.0,690.0,5970.0,0.0,6960,5310,1655.0,5327.0,2418.0,571.0,1847.0,2346.0,563.0
E05009403,Royal Hospital,8987,1088,5881,2018,60.0,110.0,1060.0,4995.0,0.0,6255,4120,2135.0,4137.0,1873.0,608.0,1265.0,1871.0,393.0
E05009404,St. Helen's,5414,839,3748,827,15.0,95.0,330.0,2365.0,0.0,2825,2460,360.0,2468.0,1071.0,310.0,761.0,1122.0,275.0
E05009405,Stanley,8315,1173,5769,1373,90.0,265.0,870.0,3945.0,0.0,5185,3905,1280.0,3905.0,1680.0,509.0,1171.0,1800.0,425.0
E05011095,Borough & Bankside,10243,995,8474,774,0.0,45.0,200.0,5615.0,0.0,5910,4730,1180.0,4739.0,2017.0,340.0,1677.0,2100.0,622.0
E05011096,Camberwell Green,15047,2495,11234,1318,40.0,100.0,380.0,6370.0,0.0,6970,6650,325.0,6667.0,2407.0,573.0,1834.0,3274.0,986.0
E05011097,Champion Hill,8883,1718,6420,745,70.0,330.0,450.0,2965.0,0.0,3835,3630,205.0,3677.0,1131.0,259.0,872.0,2051.0,495.0
E05011098,Chaucer,15725,2270,12568,887,15.0,50.0,155.0,6885.0,0.0,7170,6460,700.0,6478.0,2201.0,346.0,1855.0,2944.0,1333.0
E05011099,Dulwich Hill,11303,2190,8031,1082,115.0,660.0,975.0,3135.0,0.0,4900,4625,285.0,4635.0,1312.0,326.0,986.0,2769.0,554.0
E05011100,Dulwich Village,10238,2303,6423,1512,300.0,1225.0,1305.0,1185.0,0.0,4015,3770,250.0,3773.0,735.0,368.0,367.0,2697.0,341.0
E05011101,Dulwich Wood,8475,1864,5532,1079,460.0,360.0,540.0,2285.0,0.0,3655,3425,225.0,3435.0,980.0,354.0,626.0,2135.0,320.0
E05011102,Faraday,14687,2838,10733,1116,20.0,70.0,585.0,5345.0,0.0,6085,5690,395.0,5695.0,1673.0,423.0,1250.0,3025.0,997.0
E05011103,Goose Green,12641,2301,9164,1176,50.0,665.0,1840.0,3300.0,0.0,5890,5460,430.0,5463.0,1643.0,420.0,1223.0,3207.0,613.0
E05011104,London Bridge & West Bermondsey,13109,1633,10623,853,0.0,45.0,195.0,7025.0,0.0,7300,6365,935.0,6363.0,2449.0,316.0,2133.0,2877.0,1037.0
E05011105,Newington,15624,2470,11743,1411,15.0,220.0,810.0,6070.0,0.0,7180,6735,435.0,6737.0,2445.0,640.0,1805.0,3157.0,1135.0
E05011106,North Bermondsey,16254,2348,12541,1365,10.0,90.0,490.0,7835.0,45.0,8580,7580,995.0,7590.0,2787.0,532.0,2255.0,3745.0,1058.0
E05011107,North Walworth,12278,1750,9701,827,10.0,75.0,375.0,5760.0,0.0,6260,5740,530.0,5735.0,2105.0,379.0,1726.0,2561.0,1069.0
E05011108,Nunhead & Queen's Road,16249,2756,11942,1551,165.0,385.0,1850.0,5100.0,0.0,7500,7010,500.0,7019.0,2451.0,601.0,1850.0,3584.0,984.0
E05011109,Old Kent Road,15949,3185,11509,1255,110.0,285.0,715.0,5230.0,15.0,6375,6075,315.0,6073.0,1978.0,506.0,1472.0,3092.0,1003.0
E05011110,Peckham,14722,2680,10908,1134,130.0,325.0,1020.0,4550.0,0.0,6045,5765,265.0,5780.0,1813.0,370.0,1443.0,3065.0,902.0
E05011111,Peckham Rye,9809,2142,6830,837,90.0,485.0,1185.0,2315.0,0.0,4085,3870,210.0,3877.0,1032.0,293.0,739.0,2343.0,502.0
E05011112,Rotherhithe,15672,2405,12105,1162,55.0,270.0,770.0,6395.0,10.0,7540,6980,560.0,6978.0,2397.0,467.0,1930.0,3412.0,1169.0
E05011113,Rye Lane,18713,3165,13859,1689,215.0,700.0,2010.0,5765.0,0.0,8700,8025,670.0,8035.0,2503.0,636.0,1867.0,4327.0,1205.0
E05011114,St. George's,7223,903,5834,486,20.0,70.0,330.0,3105.0,0.0,3545,3005,540.0,3017.0,1097.0,172.0,925.0,1477.0,443.0
E05011115,St. Giles,14082,2332,10607,1143,125.0,230.0,965.0,4520.0,0.0,5875,5555,325.0,5559.0,1721.0,395.0,1326.0,2864.0,974.0
E05011116,South Bermondsey,17664,2981,13380,1303,70.0,290.0,1125.0,6540.0,0.0,8080,7625,440.0,7618.0,2649.0,483.0,2166.0,3846.0,1123.0
E05011117,Surrey Docks,13050,1773,10302,975,80.0,480.0,1300.0,4520.0,80.0,6475,5860,610.0,5863.0,1810.0,298.0,1512.0,3133.0,920.0
E05011217,Barnehurst,9620,1970,5968,1682,165.0,2175.0,855.0,540.0,0.0,3755,3645,115.0,3643.0,793.0,380.0,413.0,2555.0,295.0
E05011218,Belvedere,17219,3809,11243,2167,485.0,1640.0,2225.0,2540.0,0.0,6895,6535,355.0,6556.0,1749.0,673.0,1076.0,4068.0,739.0
E05011219,Bexleyheath,15248,2820,9125,3303,670.0,3270.0,840.0,1715.0,0.0,6490,6215,290.0,6221.0,1755.0,1026.0,729.0,4027.0,439.0
E05011220,Blackfen & Lamorbey,14567,2758,9038,2771,525.0,2760.0,2000.0,515.0,0.0,5800,5635,165.0,5630.0,1269.0,703.0,566.0,4046.0,315.0
E05011221,Blendon & Penhill,15545,3012,9635,2898,435.0,2930.0,2175.0,520.0,0.0,6090,5915,165.0,5917.0,1290.0,742.0,548.0,4256.0,371.0
E05011222,Crayford,16325,3358,10532,2435,375.0,2770.0,1695.0,2000.0,0.0,6835,6575,265.0,6577.0,1893.0,815.0,1078.0,4243.0,441.0
E05011223,Crook Log,17043,3234,10526,3283,660.0,3965.0,995.0,1225.0,0.0,6865,6625,235.0,6620.0,1631.0,891.0,740.0,4505.0,484.0
E05011224,East Wickham,16272,3079,10366,2827,180.0,3920.0,1180.0,940.0,0.0,6240,6040,170.0,6052.0,1382.0,731.0,651.0,4092.0,578.0
E05011225,Erith,15609,3979,9839,1791,390.0,1380.0,1565.0,3110.0,0.0,6445,6060,380.0,6071.0,1779.0,638.0,1141.0,3776.0,516.0
E05011226,Falconwood & Welling,16941,3464,10750,2727,265.0,3605.0,1695.0,955.0,0.0,6545,6330,225.0,6318.0,1462.0,797.0,665.0,4261.0,595.0
E05011227,Longlands,10722,1871,6538,2313,440.0,1865.0,525.0,1935.0,0.0,4760,4485,270.0,4490.0,1405.0,712.0,693.0,2801.0,284.0
E05011228,Northumberland Heath,11047,2383,6942,1722,235.0,2220.0,1160.0,560.0,0.0,4180,4045,130.0,4056.0,932.0,491.0,441.0,2792.0,332.0
E05011229,St. Mary's & St. James,11775,2266,7075,2434,1165.0,1865.0,865.0,1025.0,0.0,4920,4755,165.0,4755.0,1236.0,701.0,535.0,3247.0,272.0
E05011230,Sidcup,15643,2700,9781,3162,615.0,2270.0,990.0,3120.0,0.0,6995,6675,325.0,6666.0,2249.0,1177.0,1072.0,3937.0,480.0
E05011231,Slade Green & Northend,13086,3360,8567,1159,160.0,1520.0,1750.0,1600.0,0.0,5015,4810,210.0,4819.0,1204.0,408.0,796.0,3194.0,421.0
E05011232,Thamesmead East,15538,3878,10244,1416,280.0,850.0,2260.0,2560.0,0.0,5935,5590,345.0,5598.0,1592.0,420.0,1172.0,3325.0,681.0
E05011233,West Heath,14269,2704,8768,2797,255.0,4155.0,425.0,640.0,0.0,5510,5345,155.0,5352.0,1135.0,663.0,472.0,3803.0,414.0
E05011234,Aldborough,16637,3629,10900,2108,280.0,1395.0,2240.0,1580.0,0.0,5475,5330,145.0,5350.0,1094.0,533.0,561.0,3511.0,745.0
E05011235,Barkingside,14134,2892,9285,1957,225.0,1465.0,1670.0,1255.0,50.0,4670,4520,140.0,4532.0,926.0,468.0,458.0,2858.0,748.0
E05011236,Bridge,12242,2381,8128,1733,210.0,1650.0,1800.0,1250.0,0.0,4910,4765,135.0,4779.0,1289.0,514.0,775.0,3035.0,455.0
E05011237,Chadwell,16084,4080,10438,1566,250.0,1520.0,1900.0,1790.0,0.0,5455,5295,165.0,5282.0,1183.0,431.0,752.0,3449.0,650.0
E05011238,Churchfields,18037,3672,12051,2314,270.0,1865.0,1315.0,4000.0,0.0,7475,7245,190.0,7259.0,2062.0,792.0,1270.0,4546.0,651.0
E05011239,Clayhall,14412,2696,9543,2173,340.0,2140.0,1170.0,605.0,0.0,4275,4185,70.0,4187.0,615.0,343.0,272.0,2765.0,807.0
E05011240,Clementswood,13904,3361,9237,1306,315.0,665.0,1895.0,1215.0,0.0,4095,3880,210.0,3908.0,692.0,242.0,450.0,2349.0,867.0
E05011241,Cranbrook,13593,2674,9049,1870,170.0,1250.0,1585.0,1345.0,0.0,4355,4090,265.0,4095.0,803.0,331.0,472.0,2463.0,829.0
E05011242,Fairlop,14593,3085,9654,1854,465.0,1600.0,1820.0,1505.0,0.0,5395,5250,155.0,5249.0,1338.0,583.0,755.0,3233.0,678.0
E05011243,Fullwell,16426,3487,10568,2371,445.0,2620.0,1210.0,1485.0,0.0,5755,5605,160.0,5602.0,1306.0,622.0,684.0,3552.0,744.0
E05011244,Goodmayes,14679,3408,9851,1420,280.0,1065.0,1720.0,1595.0,0.0,4670,4505,165.0,4518.0,978.0,312.0,666.0,2655.0,885.0
E05011245,Hainault,15708,3539,10351,1818,305.0,2105.0,2010.0,1445.0,20.0,5895,5740,155.0,5743.0,1500.0,553.0,947.0,3593.0,650.0
E05011246,Ilford Town,13330,3641,8897,792,160.0,460.0,920.0,3010.0,0.0,4570,4320,240.0,4352.0,980.0,222.0,758.0,2817.0,555.0
E05011247,Loxford,15953,4223,10591,1139,415.0,610.0,1935.0,2140.0,0.0,5120,4800,310.0,4810.0,992.0,296.0,696.0,2995.0,823.0
E05011248,Mayfield,16296,3955,10569,1772,530.0,1295.0,2010.0,720.0,0.0,4555,4415,145.0,4438.0,776.0,394.0,382.0,2693.0,969.0
E05011249,Monkhams,9245,1688,5519,2038,1210.0,1035.0,455.0,970.0,0.0,3680,3560,115.0,3564.0,861.0,494.0,367.0,2422.0,281.0
E05011250,Newbury,13033,2876,8717,1440,180.0,835.0,1825.0,1170.0,0.0,4030,3870,155.0,3911.0,754.0,290.0,464.0,2450.0,707.0
E05011251,Seven Kings,16496,3932,10900,1664,305.0,1080.0,2055.0,1745.0,0.0,5195,4945,235.0,5006.0,1013.0,317.0,696.0,3088.0,905.0
E05011252,South Woodford,10570,2002,6972,1596,280.0,1410.0,860.0,1690.0,0.0,4260,4095,145.0,4101.0,1056.0,409.0,647.0,2613.0,432.0
E05011253,Valentines,13961,3110,9443,1408,185.0,780.0,1620.0,2025.0,0.0,4610,4270,330.0,4318.0,888.0,221.0,667.0,2686.0,744.0
E05011254,Wanstead Park,7577,1533,4768,1276,115.0,820.0,995.0,1090.0,0.0,3010,2920,90.0,2928.0,772.0,352.0,420.0,1936.0,220.0
E05011255,Wanstead Village,13290,2354,8635,2301,445.0,1270.0,1280.0,3040.0,0.0,6045,5815,230.0,5818.0,2004.0,945.0,1059.0,3404.0,410.0
E05011462,Addiscombe East,11860,2135,7875,1850,270.0,1205.0,1805.0,1620.0,0.0,4905,4640,265.0,4678.0,1295.0,480.0,815.0,2920.0,463.0
E05011463,Addiscombe West,16504,3269,11407,1828,255.0,1010.0,2310.0,3865.0,0.0,7465,6995,470.0,7022.0,2283.0,760.0,1523.0,4036.0,703.0
E05011464,Bensham Manor,16941,3531,11461,1949,350.0,935.0,2895.0,2285.0,0.0,6460,6045,405.0,6098.0,1647.0,496.0,1151.0,3498.0,953.0
E05011465,Broad Green,20579,4879,14041,1659,360.0,1425.0,2195.0,3915.0,10.0,7905,7405,495.0,7437.0,2007.0,465.0,1542.0,4441.0,989.0
E05011466,Coulsdon Town,13176,2925,8298,1953,1315.0,1970.0,875.0,1005.0,0.0,5160,4940,220.0,4940.0,1021.0,456.0,565.0,3586.0,333.0
E05011467,Crystal Palace & Upper Norwood,16287,3157,11137,1993,610.0,1100.0,1160.0,4845.0,0.0,7705,7200,520.0,7213.0,2477.0,667.0,1810.0,4167.0,569.0
