Ward code,Ward name,Total population,Under 15 years,15 to 64 years,65 years and older,Detached whole house or bungalow,Semi-detached whole house or bungalow,Terraced whole house or bungalow,"Flat, maisonette or apartment",A caravan or other mobile or temporary structure,Total: All dwellings,Total: Occupied dwellings,Unoccupied dwellings,Total: All households,One-person household,One-person household: Aged 66 years and over,One-person household: Other,Single family household,Other household types
E05000026,Abbey,15918,4180,10927,811,165.0,420.0,1230.0,3955.0,0.0,5780,5435,350.0,5447.0,1404.0,185.0,1219.0,3204.0,839.0
E05000027,Alibon,11392,2882,7538,972,245.0,910.0,2390.0,555.0,0.0,4090,3960,135.0,3950.0,887.0,293.0,594.0,2526.0,537.0
E05000028,Becontree,16545,4574,10750,1221,265.0,1375.0,2195.0,1595.0,0.0,5455,5310,130.0,5319.0,1178.0,394.0,784.0,3408.0,733.0
E05000029,Chadwell Heath,12128,3164,7531,1433,200.0,1305.0,1245.0,1575.0,0.0,4325,4185,145.0,4188.0,1056.0,491.0,565.0,2626.0,506.0
E05000030,Eastbrook,11520,2464,7477,1579,185.0,1385.0,1695.0,800.0,15.0,4070,3925,140.0,3933.0,929.0,447.0,482.0,2517.0,487.0
E05000031,Eastbury,12810,3242,8495,1073,265.0,1055.0,2140.0,960.0,0.0,4425,4275,150.0,4279.0,1006.0,350.0,656.0,2631.0,642.0
E05000032,Gascoigne,11942,3462,7847,633,120.0,350.0,880.0,3015.0,0.0,4405,4225,180.0,4221.0,1080.0,232.0,848.0,2683.0,458.0
E05000033,Goresbrook,12293,3124,7877,1292,245.0,995.0,2460.0,715.0,0.0,4425,4220,205.0,4221.0,902.0,369.0,533.0,2758.0,561.0
E05000034,Heath,12382,3162,7970,1250,190.0,1050.0,1750.0,1695.0,0.0,4695,4530,160.0,4539.0,1345.0,465.0,880.0,2686.0,508.0
E05000035,Longbridge,13301,2982,8933,1386,175.0,995.0,1875.0,860.0,0.0,3920,3765,150.0,3763.0,761.0,365.0,396.0,2191.0,811.0
E05000036,Mayesbrook,11717,3045,7583,1089,280.0,1045.0,2120.0,705.0,0.0,4150,4055,95.0,4056.0,991.0,391.0,600.0,2549.0,516.0
E05000037,Parsloes,11198,2893,7341,964,230.0,1010.0,2250.0,495.0,0.0,3975,3835,135.0,3836.0,829.0,302.0,527.0,2520.0,487.0
E05000038,River,11678,3098,7433,1147,280.0,905.0,2300.0,545.0,0.0,4040,3845,200.0,3842.0,779.0,302.0,477.0,2542.0,521.0
E05000039,Thames,16699,5014,10908,777,270.0,860.0,1790.0,2855.0,0.0,5795,5515,280.0,5526.0,1234.0,233.0,1001.0,3613.0,679.0
E05000040,Valence,12077,3197,7823,1057,265.0,1095.0,2200.0,670.0,0.0,4225,4105,120.0,4106.0,935.0,376.0,559.0,2658.0,513.0
E05000041,Village,11940,3101,7635,1204,255.0,1000.0,1250.0,2100.0,0.0,4590,4320,270.0,4318.0,1227.0,398.0,829.0,2591.0,500.0
E05000042,Whalebone,13366,3547,8677,1142,245.0,990.0,2065.0,1270.0,0.0,4580,4375,205.0,4386.0,955.0,395.0,560.0,2791.0,640.0
E05000043,Brunswick Park,16832,3266,10726,2840,355.0,2990.0,1720.0,1295.0,0.0,6385,6230,135.0,6234.0,1465.0,646.0,819.0,4153.0,616.0
E05000044,Burnt Oak,19873,4464,13430,1979,290.0,1480.0,2380.0,2775.0,0.0,6935,6705,230.0,6715.0,1528.0,514.0,1014.0,4118.0,1069.0
E05000045,Childs Hill,20722,4007,13951,2764,740.0,1775.0,820.0,5660.0,0.0,9015,8285,720.0,8391.0,2759.0,740.0,2019.0,4595.0,1037.0
E05000046,Colindale,29795,6241,21495,2059,185.0,1430.0,1170.0,9205.0,0.0,12050,11380,655.0,11376.0,3311.0,522.0,2789.0,6747.0,1318.0
E05000047,Coppetts,17713,3628,11680,2405,330.0,1570.0,1365.0,3915.0,0.0,7175,6910,255.0,6928.0,1989.0,576.0,1413.0,4276.0,663.0
E05000048,East Barnet,17524,3775,11176,2573,685.0,2490.0,1160.0,2550.0,0.0,6915,6730,155.0,6740.0,1769.0,719.0,1050.0,4463.0,508.0
E05000049,East Finchley,16641,3163,10991,2487,170.0,995.0,1735.0,4255.0,0.0,7160,6890,265.0,6895.0,2210.0,937.0,1273.0,4043.0,642.0
E05000050,Edgware,18704,4388,11395,2921,1250.0,2275.0,510.0,2755.0,0.0,6815,6560,245.0,6561.0,1528.0,680.0,848.0,4333.0,700.0
E05000051,Finchley Church End,16479,3202,10161,3116,900.0,1655.0,350.0,4190.0,0.0,7090,6615,470.0,6657.0,1978.0,860.0,1118.0,3991.0,688.0
E05000052,Garden Suburb,15711,3069,9546,3096,1190.0,1965.0,810.0,2875.0,0.0,6865,6425,445.0,6431.0,1931.0,944.0,987.0,3870.0,630.0
E05000053,Golders Green,20880,5829,12541,2510,745.0,2530.0,675.0,3440.0,0.0,7410,6910,515.0,7046.0,2077.0,713.0,1364.0,4148.0,821.0
E05000054,Hale,17904,3918,11350,2636,700.0,3150.0,900.0,1690.0,0.0,6465,6205,260.0,6213.0,1326.0,601.0,725.0,4167.0,720.0
E05000055,Hendon,19182,4033,12849,2300,755.0,1560.0,540.0,4920.0,0.0,7785,7265,510.0,7330.0,2196.0,670.0,1526.0,4081.0,1053.0
E05000056,High Barnet,16694,3035,10553,3106,1380.0,1825.0,1065.0,3050.0,0.0,7315,7040,285.0,7043.0,2259.0,968.0,1291.0,4284.0,500.0
E05000057,Mill Hill,21121,4422,13564,3135,1440.0,2590.0,1005.0,3500.0,0.0,8540,8000,535.0,8017.0,2124.0,865.0,1259.0,5149.0,744.0
E05000058,Oakleigh,16559,3088,10458,3013,1040.0,2290.0,505.0,2935.0,0.0,6785,6520,275.0,6522.0,1733.0,753.0,980.0,4243.0,546.0
E05000059,Totteridge,15880,3084,9830,2966,1255.0,2170.0,690.0,2410.0,0.0,6550,6190,375.0,6177.0,1586.0,708.0,878.0,4084.0,507.0
E05000060,Underhill,16297,3104,10301,2892,705.0,2445.0,1380.0,1885.0,130.0,6540,6365,175.0,6379.0,1759.0,879.0,880.0,4119.0,501.0
E05000061,West Finchley,16761,3174,11269,2318,225.0,1695.0,1100.0,4110.0,0.0,7140,6750,395.0,6768.0,1977.0,654.0,1323.0,4020.0,771.0
E05000062,West Hendon,19208,3554,13504,2150,1000.0,1495.0,1005.0,4010.0,0.0,7525,7020,505.0,7074.0,2026.0,564.0,1462.0,3841.0,1207.0
E05000063,Woodhouse,18857,3571,12457,2829,270.0,1775.0,1585.0,4050.0,0.0,7680,7375,315.0,7398.0,2121.0,699.0,1422.0,4489.0,788.0
E05000085,Alperton,18323,3513,12973,1837,325.0,1175.0,1375.0,2675.0,0.0,5555,5280,260.0,5288.0,1041.0,326.0,715.0,2907.0,1340.0
E05000086,Barnhill,17017,3299,11243,2475,945.0,1560.0,515.0,2810.0,0.0,5860,5665,185.0,5671.0,1340.0,557.0,783.0,3418.0,913.0
E05000087,Brondesbury Park,13428,2216,9386,1826,435.0,855.0,380.0,4180.0,0.0,5855,5500,360.0,5510.0,1945.0,642.0,1303.0,2806.0,759.0
E05000088,Dollis Hill,14772,3318,9699,1755,360.0,1355.0,1140.0,2210.0,0.0,5080,4830,245.0,4843.0,1170.0,391.0,779.0,2953.0,720.0
E05000089,Dudden Hill,15950,3450,10580,1920,255.0,1485.0,1200.0,2885.0,0.0,5820,5550,280.0,5554.0,1583.0,534.0,1049.0,3044.0,927.0
E05000090,Fryent,14703,2821,10006,1876,265.0,2075.0,570.0,1990.0,0.0,4930,4715,215.0,4711.0,1018.0,406.0,612.0,2794.0,899.0
E05000091,Harlesden,16702,3733,11414,1555,160.0,500.0,930.0,5540.0,0.0,7135,6500,640.0,6513.0,2195.0,504.0,1691.0,3592.0,726.0
E05000092,Kensal Green,13889,2615,9714,1560,135.0,560.0,1280.0,4200.0,0.0,6200,5705,495.0,5726.0,1943.0,518.0,1425.0,2990.0,793.0
E05000093,Kenton,12414,2136,7844,2434,715.0,2330.0,160.0,820.0,0.0,4045,3905,150.0,3894.0,686.0,417.0,269.0,2361.0,847.0
E05000094,Kilburn,17218,3031,12577,1610,30.0,145.0,725.0,7485.0,0.0,8430,7640,785.0,7649.0,2970.0,635.0,2335.0,3756.0,923.0
E05000095,Mapesbury,15817,2592,11526,1699,355.0,640.0,435.0,5520.0,0.0,6975,6490,490.0,6495.0,2245.0,531.0,1714.0,3200.0,1050.0
E05000096,Northwick Park,12886,2099,8659,2128,700.0,1970.0,270.0,1160.0,0.0,4115,3995,115.0,4005.0,778.0,341.0,437.0,2366.0,861.0
E05000097,Preston,17063,3257,11657,2149,380.0,2370.0,455.0,2295.0,0.0,5525,5325,210.0,5324.0,1172.0,448.0,724.0,3073.0,1079.0
E05000098,Queens Park,14540,2754,10153,1633,45.0,475.0,1620.0,4235.0,0.0,6405,5895,500.0,5910.0,1710.0,447.0,1263.0,3309.0,891.0
E05000099,Queensbury,17241,3079,11910,2252,265.0,2190.0,1145.0,2250.0,0.0,5855,5530,330.0,5523.0,1047.0,403.0,644.0,3343.0,1133.0
E05000100,Stonebridge,20259,4653,13706,1900,280.0,945.0,1435.0,5265.0,0.0,7945,7240,695.0,7241.0,2094.0,535.0,1559.0,4330.0,817.0
E05000101,Sudbury,16492,3207,11425,1860,490.0,1355.0,990.0,2580.0,0.0,5415,5165,230.0,5179.0,1107.0,409.0,698.0,2947.0,1125.0
E05000102,Tokyngton,21845,3438,16430,1977,275.0,1890.0,755.0,6030.0,0.0,8965,6830,2125.0,6818.0,1668.0,404.0,1264.0,3865.0,1285.0
E05000103,Welsh Harp,14615,2939,9779,1897,370.0,1460.0,1065.0,2295.0,0.0,5215,5000,215.0,5005.0,1283.0,474.0,809.0,2867.0,855.0
E05000104,Wembley Central,18793,3555,13431,1807,310.0,1305.0,870.0,3275.0,0.0,5765,5320,445.0,5342.0,959.0,302.0,657.0,2950.0,1433.0
E05000105,Willesden Green,15901,2993,11471,1437,155.0,375.0,945.0,5315.0,0.0,6800,6380,430.0,6392.0,2029.0,492.0,1537.0,3435.0,928.0
E05000106,Bickley,15681,3044,9454,3183,2365.0,1345.0,1080.0,1665.0,0.0,6455,6155,310.0,6159.0,1565.0,826.0,739.0,4260.0,334.0
E05000107,Biggin Hill,10240,1871,6086,2283,1525.0,1140.0,920.0,585.0,0.0,4175,4035,125.0,4037.0,913.0,544.0,369.0,2858.0,266.0
E05000108,Bromley Common and Keston,17324,3532,10924,2868,1375.0,2315.0,1805.0,1795.0,0.0,7290,6990,290.0,6988.0,1893.0,965.0,928.0,4680.0,415.0
E05000109,Bromley Town,19554,3869,13130,2555,670.0,1985.0,1620.0,4600.0,0.0,8895,8320,560.0,8348.0,2584.0,876.0,1708.0,5147.0,617.0
E05000110,Chelsfield and Pratts Bottom,14871,2935,8911,3025,1955.0,2450.0,1070.0,500.0,0.0,5990,5805,180.0,5806.0,1353.0,806.0,547.0,4141.0,312.0
E05000111,Chislehurst,16178,3135,9554,3489,2345.0,1375.0,1400.0,1680.0,0.0,6820,6525,295.0,6530.0,1798.0,977.0,821.0,4423.0,309.0
E05000112,Clock House,16351,3324,10956,2071,240.0,1475.0,2425.0,3300.0,0.0,7455,7035,425.0,7042.0,2225.0,766.0,1459.0,4397.0,420.0
E05000113,Copers Cope,17217,2772,11503,2942,925.0,625.0,1060.0,6385.0,0.0,8995,8475,520.0,8472.0,3362.0,1196.0,2166.0,4668.0,442.0
E05000114,Cray Valley East,16667,3518,10446,2703,600.0,2820.0,2015.0,1770.0,30.0,7245,6945,300.0,6953.0,2178.0,957.0,1221.0,4341.0,434.0
E05000115,Cray Valley West,17671,4033,11274,2364,790.0,3205.0,1785.0,1275.0,0.0,7055,6785,265.0,6791.0,1815.0,737.0,1078.0,4478.0,498.0
E05000116,Crystal Palace,13912,2453,10252,1207,180.0,365.0,590.0,5940.0,0.0,7065,6570,490.0,6576.0,2443.0,458.0,1985.0,3672.0,461.0
E05000117,Darwin,5366,890,3050,1426,1250.0,455.0,235.0,160.0,130.0,2235,2130,100.0,2136.0,498.0,314.0,184.0,1502.0,136.0
E05000118,Farnborough and Crofton,15540,3002,8988,3550,2255.0,2085.0,1255.0,860.0,0.0,6475,6260,205.0,6257.0,1661.0,1085.0,576.0,4297.0,299.0
E05000119,Hayes and Coney Hall,16597,3346,9931,3320,1185.0,3740.0,525.0,910.0,0.0,6400,6215,175.0,6221.0,1348.0,840.0,508.0,4517.0,356.0
E05000120,Kelsey and Eden Park,16309,3189,9898,3222,710.0,1725.0,2665.0,1525.0,0.0,6665,6395,255.0,6397.0,1643.0,954.0,689.0,4353.0,401.0
E05000121,Mottingham and Chislehurst North,10888,2457,7028,1403,300.0,1255.0,1885.0,1115.0,0.0,4555,4370,175.0,4370.0,1254.0,458.0,796.0,2763.0,353.0
E05000122,Orpington,16243,3102,9773,3368,1345.0,3320.0,685.0,1470.0,0.0,6845,6585,255.0,6590.0,1728.0,919.0,809.0,4465.0,397.0
E05000123,Penge and Cator,18040,3523,12410,2107,285.0,1610.0,1840.0,4585.0,0.0,8345,7935,410.0,7930.0,2702.0,755.0,1947.0,4676.0,552.0
E05000124,Petts Wood and Knoll,13905,2780,8018,3107,1700.0,2990.0,385.0,570.0,0.0,5670,5500,170.0,5493.0,1213.0,733.0,480.0,4022.0,258.0
E05000125,Plaistow and Sundridge,16126,3250,10317,2559,800.0,1805.0,1980.0,2500.0,0.0,7095,6725,370.0,6732.0,1988.0,746.0,1242.0,4292.0,452.0
E05000126,Shortlands,10210,2062,6055,2093,1435.0,805.0,510.0,1580.0,0.0,4345,4135,205.0,4146.0,1154.0,622.0,532.0,2777.0,215.0
E05000127,West Wickham,15106,2805,8922,3379,1100.0,2765.0,1070.0,1025.0,30.0,6030,5810,185.0,5812.0,1326.0,893.0,433.0,4154.0,332.0
E05000128,Belsize,11656,1973,8151,1532,25.0,185.0,440.0,5805.0,0.0,6520,5545,970.0,5547.0,2317.0,690.0,1627.0,2820.0,410.0
E05000129,Bloomsbury,8047,571,6575,901,0.0,0.0,140.0,5025.0,0.0,5190,3635,1560.0,3637.0,1922.0,435.0,1487.0,1239.0,476.0
E05000130,Camden Town with Primrose Hill,12026,1635,8826,1565,25.0,205.0,900.0,5435.0,0.0,6610,5635,975.0,5643.0,2362.0,675.0,1687.0,2624.0,657.0
E05000131,Cantelowes,11436,1705,8527,1204,25.0,295.0,470.0,4985.0,0.0,5800,5165,640.0,5171.0,1921.0,464.0,1457.0,2504.0,746.0
E05000132,Fortune Green,11410,1853,8252,1305,120.0,350.0,595.0,4690.0,0.0,5770,5050,705.0,5065.0,1754.0,442.0,1312.0,2644.0,667.0
E05000133,Frognal and Fitzjohns,11520,2158,7763,1599,355.0,390.0,240.0,5055.0,0.0,6060,5050,1010.0,5052.0,1690.0,481.0,1209.0,2948.0,414.0
E05000134,Gospel Oak,10550,1833,7313,1404,40.0,200.0,610.0,4215.0,0.0,5095,4625,475.0,4632.0,1741.0,533.0,1208.0,2407.0,484.0
E05000135,Hampstead Town,10346,1776,6794,1776,220.0,545.0,775.0,4095.0,0.0,5640,4850,785.0,4851.0,1889.0,671.0,1218.0,2636.0,326.0
E05000136,Haverstock,11878,2104,8363,1411,25.0,110.0,495.0,4845.0,0.0,5515,5005,500.0,5013.0,1778.0,559.0,1219.0,2570.0,665.0
E05000137,Highgate,10522,1687,6933,1902,385.0,430.0,645.0,3570.0,0.0,5035,4580,440.0,4584.0,1592.0,633.0,959.0,2523.0,469.0
E05000138,Holborn and Covent Garden,11314,1293,8685,1336,0.0,15.0,190.0,6880.0,0.0,7130,5385,1755.0,5392.0,2447.0,555.0,1892.0,2259.0,686.0
E05000139,Kentish Town,13031,1951,9666,1414,40.0,195.0,930.0,4960.0,0.0,6150,5580,565.0,5583.0,1972.0,485.0,1487.0,2858.0,753.0
E05000140,Kilburn,12705,2187,9038,1480,10.0,70.0,235.0,6220.0,0.0,6585,5865,730.0,5866.0,2446.0,741.0,1705.0,2764.0,656.0
E05000141,King's Cross,10190,1036,8227,927,0.0,15.0,175.0,4495.0,0.0,4735,3750,985.0,3749.0,1668.0,370.0,1298.0,1487.0,594.0
E05000142,Regent's Park,11922,1882,8843,1197,20.0,65.0,355.0,5430.0,0.0,5935,4955,970.0,4966.0,1852.0,442.0,1410.0,2327.0,787.0
E05000143,St. Pancras and Somers Town,15734,2616,11832,1286,0.0,35.0,270.0,6560.0,0.0,6940,6105,830.0,6111.0,2167.0,496.0,1671.0,3022.0,922.0
E05000144,Swiss Cottage,13730,2389,9864,1477,125.0,170.0,275.0,6415.0,0.0,7000,6105,895.0,6107.0,2128.0,560.0,1568.0,3301.0,678.0
E05000145,West Hampstead,12140,1588,9416,1136,50.0,115.0,440.0,5860.0,0.0,6515,5805,710.0,5791.0,2292.0,491.0,1801.0,2773.0,726.0
E05000170,Acton Central,15897,3131,11128,1638,225.0,1475.0,735.0,4500.0,0.0,6945,6385,560.0,6415.0,2066.0,562.0,1504.0,3523.0,826.0
E05000171,Cleveland,15164,3093,9778,2293,210.0,1330.0,1250.0,3315.0,0.0,6115,5910,210.0,5917.0,1679.0,675.0,1004.0,3680.0,558.0
E05000172,Dormers Wells,14779,3108,9592,2079,250.0,1260.0,1145.0,2205.0,0.0,4855,4540,315.0,4550.0,984.0,441.0,543.0,2690.0,876.0
E05000173,Ealing Broadway,15615,2430,11258,1927,665.0,710.0,455.0,5790.0,0.0,7645,7000,645.0,7019.0,2390.0,660.0,1730.0,3871.0,758.0
E05000174,Ealing Common,14119,2056,10080,1983,520.0,1115.0,925.0,3775.0,0.0,6340,5925,410.0,5966.0,1858.0,575.0,1283.0,3272.0,836.0
E05000175,East Acton,23266,3722,17482,2062,280.0,1415.0,1200.0,6260.0,25.0,9180,8655,520.0,8702.0,2906.0,577.0,2329.0,4555.0,1241.0
E05000176,Elthorne,15947,3261,10886,1800,145.0,1005.0,1860.0,3770.0,0.0,6795,6440,355.0,6445.0,1856.0,586.0,1270.0,3864.0,725.0
E05000177,Greenford Broadway,19348,4224,12888,2236,330.0,1540.0,1280.0,3855.0,20.0,7045,6755,290.0,6770.0,1702.0,558.0,1144.0,4187.0,881.0
E05000178,Greenford Green,15226,2978,10252,1996,255.0,2100.0,1310.0,1985.0,0.0,5665,5285,375.0,5280.0,1270.0,479.0,791.0,3144.0,866.0
E05000179,Hanger Hill,15866,3142,10338,2386,730.0,1355.0,1185.0,3555.0,0.0,6810,6230,580.0,6256.0,1845.0,739.0,1106.0,3651.0,760.0
E05000180,Hobbayne,15035,3275,9833,1927,310.0,1470.0,1735.0,2145.0,0.0,5665,5475,190.0,5466.0,1328.0,572.0,756.0,3569.0,569.0
E05000181,Lady Margaret,14473,2792,9691,1990,265.0,1290.0,2155.0,655.0,0.0,4370,4195,180.0,4211.0,663.0,313.0,350.0,2565.0,983.0
E05000182,Northfield,13602,2792,8964,1846,145.0,985.0,2430.0,2045.0,0.0,5610,5355,260.0,5340.0,1342.0,573.0,769.0,3420.0,578.0
E05000183,North Greenford,15566,2808,10728,2030,250.0,1905.0,1905.0,1415.0,10.0,5490,5230,265.0,5232.0,1108.0,427.0,681.0,3148.0,976.0
E05000184,Northolt Mandeville,16842,3626,11254,1962,185.0,1845.0,1420.0,2635.0,30.0,6150,5910,225.0,5917.0,1336.0,532.0,804.0,3727.0,854.0
E05000185,Northolt West End,16542,4064,10852,1626,165.0,1540.0,1010.0,3085.0,0.0,5830,5615,205.0,5610.0,1273.0,456.0,817.0,3597.0,740.0
E05000186,Norwood Green,15501,3087,10552,1862,470.0,1265.0,900.0,2905.0,30.0,5575,4845,725.0,4859.0,1110.0,322.0,788.0,2837.0,912.0
E05000187,Perivale,16188,2996,11075,2117,255.0,2010.0,1970.0,1695.0,0.0,5935,5640,280.0,5654.0,1358.0,456.0,902.0,3354.0,942.0
E05000188,South Acton,16652,2939,11955,1758,160.0,920.0,480.0,6105.0,35.0,7720,7070,660.0,7097.0,2449.0,606.0,1843.0,3857.0,791.0
E05000189,Southall Broadway,15984,3352,10886,1746,380.0,945.0,1690.0,1580.0,0.0,4610,4230,375.0,4249.0,733.0,271.0,462.0,2308.0,1208.0
E05000190,Southall Green,17703,3930,12082,1691,410.0,1105.0,1655.0,2000.0,0.0,5170,4795,380.0,4794.0,696.0,242.0,454.0,2873.0,1225.0
E05000191,Southfield,14520,2558,10187,1775,195.0,700.0,2045.0,3835.0,0.0,6800,6425,370.0,6426.0,2084.0,644.0,1440.0,3780.0,562.0
E05000192,Walpole,13259,2392,9155,1712,240.0,1125.0,1730.0,2700.0,0.0,5805,5470,350.0,5486.0,1619.0,566.0,1053.0,3257.0,610.0
E05000193,Bowes,14682,2593,10258,1831,210.0,855.0,2025.0,2815.0,0.0,5900,5495,410.0,5493.0,1426.0,454.0,972.0,3147.0,920.0
E05000194,Bush Hill Park,14270,2602,8739,2929,285.0,1940.0,1840.0,1610.0,0.0,5685,5410,275.0,5412.0,1466.0,756.0,710.0,3436.0,510.0
E05000195,Chase,14456,3309,9057,2090,535.0,1220.0,1885.0,2285.0,25.0,5950,5605,340.0,5610.0,1562.0,648.0,914.0,3656.0,392.0
E05000196,Cockfosters,14510,2766,8738,3006,1210.0,1685.0,565.0,2500.0,0.0,5960,5485,470.0,5493.0,1433.0,796.0,637.0,3561.0,499.0
E05000197,Edmonton Green,18265,4483,11965,1817,355.0,1235.0,1390.0,4165.0,0.0,7130,6705,440.0,6717.0,2060.0,695.0,1365.0,3940.0,717.0
E05000198,Enfield Highway,16255,4028,10508,1719,355.0,1450.0,2050.0,2155.0,0.0,5985,5665,325.0,5666.0,1268.0,447.0,821.0,3793.0,605.0
E05000199,Enfield Lock,17820,4615,11635,1570,500.0,1380.0,1980.0,2985.0,0.0,6840,6400,435.0,6417.0,1566.0,467.0,1099.0,4190.0,661.0
E05000200,Grange,13438,2524,8173,2741,810.0,1795.0,710.0,2425.0,0.0,5735,5500,220.0,5503.0,1569.0,730.0,839.0,3563.0,371.0
E05000201,Haselbury,17086,3987,11198,1901,435.0,1390.0,2295.0,1995.0,0.0,6120,5740,365.0,5758.0,1326.0,476.0,850.0,3628.0,804.0
E05000202,Highlands,13687,2614,8377,2696,830.0,1980.0,835.0,2325.0,0.0,5975,5655,310.0,5673.0,1665.0,808.0,857.0,3617.0,391.0
E05000203,Jubilee,15082,3497,9615,1970,400.0,1160.0,2380.0,1610.0,0.0,5565,5245,310.0,5263.0,1320.0,508.0,812.0,3343.0,600.0
E05000204,Lower Edmonton,16795,4115,10923,1757,480.0,1055.0,2635.0,2165.0,0.0,6355,5865,490.0,5871.0,1497.0,576.0,921.0,3676.0,698.0
E05000205,Palmers Green,15771,2937,10473,2361,150.0,1210.0,2370.0,2470.0,0.0,6200,5800,395.0,5806.0,1461.0,590.0,871.0,3562.0,783.0
E05000206,Ponders End,17369,4547,11253,1569,395.0,990.0,2010.0,2560.0,10.0,5975,5680,295.0,5679.0,1390.0,415.0,975.0,3611.0,678.0
E05000207,Southbury,15849,3819,10410,1620,185.0,985.0,2250.0,2700.0,0.0,6130,5815,315.0,5821.0,1512.0,471.0,1041.0,3733.0,576.0
E05000208,Southgate,15480,3151,9998,2331,440.0,1880.0,765.0,3230.0,0.0,6335,6045,290.0,6052.0,1674.0,686.0,988.0,3797.0,581.0
E05000209,Southgate Green,15116,2886,9727,2503,305.0,2080.0,1010.0,2525.0,0.0,5940,5560,370.0,5571.0,1374.0,526.0,848.0,3481.0,716.0
E05000210,Town,15328,3108,9653,2567,185.0,1890.0,2190.0,2085.0,0.0,6350,6100,245.0,6099.0,1601.0,733.0,868.0,4090.0,408.0
E05000211,Turkey Street,15580,3951,9895,1734,300.0,1550.0,1835.0,1920.0,0.0,5615,5365,250.0,5362.0,1201.0,431.0,770.0,3612.0,549.0
E05000212,Upper Edmonton,19162,4616,12642,1904,460.0,1220.0,2450.0,2615.0,0.0,6755,6390,370.0,6385.0,1389.0,433.0,956.0,4070.0,926.0
E05000213,Winchmore Hill,13951,2641,8899,2411,515.0,1695.0,1060.0,2290.0,0.0,5570,5320,250.0,5328.0,1414.0,609.0,805.0,3405.0,509.0
E05000214,Abbey Wood,16918,4144,11148,1626,270.0,790.0,2765.0,2445.0,30.0,6305,6045,255.0,6044.0,1595.0,492.0,1103.0,3660.0,789.0
E05000215,Blackheath Westcombe,12752,2274,8560,1918,520.0,850.0,795.0,4135.0,0.0,6305,5805,495.0,5823.0,2061.0,685.0,1376.0,3380.0,382.0
E05000216,Charlton,15666,3266,10726,1674,230.0,1105.0,1825.0,3015.0,0.0,6175,5895,285.0,5903.0,1675.0,545.0,1130.0,3482.0,746.0
E05000217,Coldharbour and New Eltham,13479,2700,8519,2260,305.0,2850.0,770.0,1395.0,0.0,5335,5135,205.0,5143.0,1349.0,639.0,710.0,3371.0,423.0
E05000218,Eltham North,12970,2598,8021,2351,145.0,1835.0,2145.0,1200.0,0.0,5365,5180,190.0,5180.0,1426.0,736.0,690.0,3392.0,362.0
E05000219,Eltham South,13213,2495,8621,2097,380.0,1565.0,1035.0,2655.0,0.0,5640,5365,290.0,5363.0,1780.0,717.0,1063.0,3164.0,419.0
E05000220,Eltham West,14657,2999,9975,1683,115.0,1830.0,1550.0,2290.0,0.0,5810,5595,205.0,5597.0,1454.0,546.0,908.0,3521.0,622.0
E05000221,Glyndon,18339,4025,12719,1595,285.0,705.0,2510.0,3715.0,0.0,7230,6840,390.0,6872.0,2043.0,480.0,1563.0,3838.0,991.0
E05000222,Greenwich West,21547,3413,16604,1530,155.0,380.0,1495.0,7985.0,0.0,10070,9395,670.0,9408.0,3040.0,560.0,2480.0,5264.0,1104.0
E05000223,Kidbrooke with Hornfair,14874,3073,10037,1764,245.0,1985.0,1630.0,2150.0,0.0,6015,5730,275.0,5738.0,1647.0,559.0,1088.0,3429.0,662.0
E05000224,Middle Park and Sutcliffe,14175,3233,8982,1960,475.0,1420.0,1395.0,2510.0,0.0,5805,5515,300.0,5517.0,1550.0,655.0,895.0,3443.0,524.0
E05000225,Peninsula,26476,4709,20254,1513,100.0,455.0,2690.0,9555.0,0.0,12900,11605,1300.0,11622.0,3549.0,550.0,2999.0,6748.0,1325.0
E05000226,Plumstead,18625,4045,12547,2033,410.0,1095.0,3095.0,2125.0,0.0,6735,6420,300.0,6451.0,1700.0,523.0,1177.0,3656.0,1095.0
E05000227,Shooters Hill,13779,2824,8943,2012,320.0,1575.0,2250.0,1565.0,0.0,5700,5455,245.0,5461.0,1536.0,569.0,967.0,3381.0,544.0
E05000228,Thamesmead Moorings,20600,5082,14230,1288,430.0,1135.0,2280.0,3485.0,0.0,7360,7110,250.0,7129.0,2096.0,401.0,1695.0,4207.0,826.0
E05000229,Woolwich Common,19487,4391,13662,1434,220.0,620.0,1860.0,5330.0,0.0,8040,7430,625.0,7455.0,2424.0,435.0,1989.0,4122.0,909.0
E05000230,Woolwich Riverside,21525,4037,15992,1496,110.0,430.0,1265.0,8360.0,0.0,10230,9330,900.0,9323.0,3109.0,483.0,2626.0,5171.0,1043.0
E05000250,Addison,11209,1660,8519,1030,0.0,100.0,755.0,5415.0,0.0,6305,5495,805.0,5492.0,2273.0,431.0,1842.0,2637.0,582.0
E05000251,Askew,13847,2347,10258,1242,65.0,215.0,1010.0,5485.0,0.0,6795,6100,690.0,6103.0,2206.0,506.0,1700.0,3158.0,739.0
E05000252,Avonmore and Brook Green,11312,1440,8351,1521,0.0,60.0,500.0,5750.0,0.0,6375,5410,965.0,5398.0,2181.0,612.0,1569.0,2498.0,719.0
E05000253,College Park and Old Oak,9975,1474,7608,893,150.0,515.0,1240.0,2645.0,20.0,4575,3870,705.0,3872.0,1408.0,301.0,1107.0,1944.0,520.0
