ATCOCode,CommonName,NptgLocalityCode,LocalityName,Longitude,Latitude,Status
490016457W,Woodlands Avenue,E0033962,Finchley,-0.17904,51.60123,active
490016458S,Hanworth Road,E0034761,Hampton Hill,-0.36305,51.42535,active
490016458N,Hanworth Road,E0034761,Hampton Hill,-0.36329,51.42486,active
490016459S,Lower Morden Lane / Morden Cemetery,N0061139,Morden Park,-0.2263,51.39018,active
490016459N,LOWER MORDEN LANE / MORDEN CEMETRY,N0061139,Morden Park,-0.22604,51.39045,active
490016460S,Alpha Place,N0061139,Morden Park,-0.22324,51.3828,active
490016460N,Alpha Place,N0061139,Morden Park,-0.22467,51.38395,active
490012338W,South Street,E0034472,South Hornchurch,0.16871,51.52544,active
490012338E,South Street,E0034472,South Hornchurch,0.16796,51.52587,active
490016465E,South Street,E0034472,South Hornchurch,0.16712,51.52603,active
490016470W,Matfield Close,E0034108,Hayes,0.01205,51.38949,active
490016470E,Matfield Close,E0034108,Hayes,0.01255,51.3896,active
490016486S,Wheathill Road,E0034067,Anerley,-0.06649,51.40397,active
490016486N,Wheathill Road,E0034067,Anerley,-0.06625,51.40375,active
490016488S,Eden Way,E0034094,Eden Park,-0.02577,51.38404,active
490016488N,Eden Way,E0034094,Eden Park,-0.02572,51.38454,active
490016493N,Rosebery Close,N0061139,Morden Park,-0.22696,51.38915,active
490016494E,Millennium Bridge,E0057722,City of London,-0.09959,51.51202,active
490016494W,Millennium Bridge,E0057722,City of London,-0.09797,51.51178,active
490016497N,Watlington Grove,E0034670,Lower Sydenham,-0.04369,51.42505,active
490016497S,Watlington Grove,E0034670,Lower Sydenham,-0.04352,51.42481,active
490016498S,Orchard Court,E0034670,Lower Sydenham,-0.04285,51.42332,active
490016498N,Orchard Court,E0034670,Lower Sydenham,-0.04301,51.42323,active
490016499N,C E M E,E0033934,Dagenham,0.17084,51.51766,active
490000831Z,Holyoake Walk,N0065158,Hampstead Garden Suburb,-0.18011,51.59046,active
490016500S,Marsh Way,E0033934,Dagenham,0.16934,51.52149,active
490016500N,Marsh Way,E0033934,Dagenham,0.16906,51.52161,active
490016502W,Centurion Way,N0075252,Thamesmead East,0.14472,51.49392,active
490016503N,Gainsborough Road (E11),E0034875,Leytonstone,0.0098,51.57045,active
490016503Y,Gainsborough Road (E11),E0034875,Leytonstone,0.01005,51.57054,active
490016504S,Barn Croft Primary School,E0034881,Walthamstow,-0.03581,51.57642,active
490016504N,Barn Croft Primary School,E0034881,Walthamstow,-0.03514,51.57656,active
490016506E,Staffa Road,E0034881,Walthamstow,-0.03966,51.56988,active
490016573S,Chenies Place,E0034186,St Pancras,-0.13003,51.53446,active
490016573N,Chenies Place,E0034186,St Pancras,-0.12954,51.53402,active
490016576AP,Appold Street,E0034364,Shoreditch,-0.08121,51.52175,active
490016588N,Highfield Avenue (BR6),E0034104,Green Street Green,0.09367,51.35556,active
490016589W,Tandridge Drive / Crofton Lane,E0034088,Crofton,0.07763,51.37715,active
490016589E,Tandridge Drive / Crofton Lane,E0034088,Crofton,0.07781,51.37718,active
490016590W,Turnberry Way,E0034088,Crofton,0.07919,51.3775,active
490016590E,Turnberry Way,E0034088,Crofton,0.0796,51.37755,active
490016592W,Stainton Road,E0034659,Catford,-0.00574,51.44497,active
4900165932,Havelock Road (UB2),E0034271,Norwood Green,-0.37666,51.50015,active
490016593K,Havelock Road (UB2),E0034271,Norwood Green,-0.37639,51.49941,active
4900096813,Havelock Road (UB2),E0034271,Norwood Green,-0.37634,51.50098,active
490000832Z,Hoop Lane / Finchley Road,E0033966,Golders Green,-0.19632,51.57627,active
490016602S,Selsdon Wood Nature Reserve,N0060443,Forestdale,-0.03764,51.33958,active
490016604E,Cuckoo Avenue Greenford,E0034263,Greenford,-0.33565,51.52282,active
490016604W,Cuckoo Avenue Greenford,E0034263,Greenford,-0.33534,51.52281,active
490016606W,Third Avenue / Carlton Avenue East,N0075244,Preston,-0.30273,51.56876,active
490016611H,Thamesmead Town Centre / Central Way,N0075251,Thamesmead Central,0.10639,51.50587,active
490016612N,Harwood Terrace,E0034389,Sands End,-0.19017,51.47625,active
490016612S,Harwood Terrace,E0034389,Sands End,-0.1884,51.47566,active
490016613N,Imperial Road /Chelsea Harbour,E0034389,Sands End,-0.18579,51.47459,active
490016614AA,Bourne Road / Crayford,E0034011,Crayford,0.17089,51.45223,active
490016614Z,Bourne Road / Crayford,E0034011,Crayford,0.1709,51.45215,active
490016615SE,Church Road / Old Tye Avenue,E0034068,Aperfield,0.03986,51.31204,active
490013214B,Central Way / Thamesmead Town Centre,N0075251,Thamesmead Central,0.10671,51.50597,active
490016618N,Spencer Rise,E0034169,Dartmouth Park,-0.14006,51.55902,active
490016619N,Cavell Street,N0060404,Whitechapel,-0.05756,51.51854,active
490016621S,Eastcote Lane (UB5),E0034270,Northolt,-0.37713,51.54838,active
490016623S,Taunton Way,E0034058,Queensbury,-0.29468,51.59677,active
490016628N,Canterbury Close,E0034824,North Cheam,-0.22527,51.37856,active
490016629E,Crossbow Road,E0034727,Hainault,0.10774,51.61247,active
490016629W,Crossbow Road,E0034727,Hainault,0.10811,51.61214,active
490016641S,Hackney Wick,E0034349,Hackney Wick,-0.02945,51.54677,active
490016642N,Cranfield Walk,E0034330,Kidbrooke,0.02615,51.46151,active
490016642S,Cranfield Walk,E0034330,Kidbrooke,0.02637,51.4616,active
490016643W,Halliwick Park,E0033965,Friern Barnet,-0.15289,51.61337,active
490016645S,Danson Road / Crook Log,E0033999,Bexleyheath,0.12358,51.45875,active
490016647E,Holloway Road Holloway,N0075232,Holloway,-0.12119,51.55834,active
490016650S,Horton Way,N0065151,Elmers End,-0.05057,51.39256,active
490016650N,Horton Way,N0065151,Elmers End,-0.05061,51.39236,active
490016651S,Winchester Park,E0034142,Shortlands,0.00357,51.3996,active
490005900N,Winchester Park,E0034142,Shortlands,0.00423,51.39922,active
490016652S,Beaconsfield Road / Legacy Youth Zone,E0034232,Selhurst,-0.09498,51.38998,active
490016654W,Worton Way,E0034548,Lampton,-0.35329,51.47604,active
490016665S,Grove Street / Plough Way,N0065229,Deptford,-0.0344,51.49215,active
490016665N,Grove Street / Plough Way,N0065229,Deptford,-0.03456,51.49233,active
490016669S,Leaf Close,E0034506,Northwood,-0.42865,51.60865,active
490016669N,Leaf Close,E0034506,Northwood,-0.4289,51.60856,active
490016670S,Greenford Park,E0034263,Greenford,-0.35411,51.52175,active
490016685E,Helmsdale Road,E0034450,Chase Cross,0.18369,51.60322,active
490016685W,Helmsdale Road,E0034450,Chase Cross,0.18315,51.60319,active
490016686E,Patmore Estate / Drury House,E0034897,Nine Elms,-0.14202,51.47649,active
490016687E,Linford Street,E0034897,Nine Elms,-0.14031,51.47498,active
490016688E,Carey Gardens,E0034897,Nine Elms,-0.138,51.47367,active
490016689E,Clyston Street,N0065131,Clapham North,-0.13609,51.47255,active
490016690W,Blore Close,N0065131,Clapham North,-0.13418,51.47385,active
490016693W,Bodiam Way,N0075241,Park Royal,-0.28589,51.53245,active
490016693E,Bodiam Way,N0075241,Park Royal,-0.28569,51.5322,active
490016694W,Lakeside Drive Park Royal,N0075241,Park Royal,-0.28469,51.52937,active
490016694E,Lakeside Drive Park Royal,N0075241,Park Royal,-0.28612,51.53032,active
490016695N,Springfield University Hospital,E0034911,Upper Tooting,-0.17256,51.43882,active
490016695ZZ,Springfield University Hospital,E0034911,Upper Tooting,-0.17337,51.43936,active
490016698N,Pond Square,E0034402,Highgate,-0.15034,51.57087,active
490016699W,Pennington Drive,N0060448,Grange Park,-0.11463,51.64609,active
490000833Z,Hoop Lane Cemetery,E0033966,Golders Green,-0.19376,51.57745,active
490000833Y,Hoop Lane Cemetery,E0033966,Golders Green,-0.19368,51.57731,active
490016700N,Riversdale Road,E0034340,Brownswood Park,-0.0914,51.55945,active
490008766S,Riversdale Road,E0034340,Brownswood Park,-0.09129,51.55956,active
490016701S,Kemnal Technology College,E0034016,Foots Cray,0.11267,51.41131,active
490016701N,Kemnal Technology College,E0034016,Foots Cray,0.11243,51.41148,active
490002267ZZ,Kemnal Technology College,E0034016,Foots Cray,0.1124,51.41151,active
490016704S,Clayhill Halls of Residence,N0060702,Berrylands,-0.29062,51.39749,active
490016709E,Tudor Grange,E0034323,Charlton,0.01718,51.47891,active
490016709W,Tudor Grange,E0034323,Charlton,0.01788,51.47883,active
490016715N,Tregenna Close,N0060480,Oakwood,-0.1319,51.64556,active
490016715S,Tregenna Close,N0060480,Oakwood,-0.1314,51.6449,active
490016716W,Enfield & Haringey Magistrates,E0034412,Tottenham,-0.07124,51.5986,active
490016716E,Enfield & Haringey Magistrates,E0034412,Tottenham,-0.07331,51.59868,active
490016717W,York Road (E10),N0065232,Leyton,-0.008,51.55726,active
490016718W,Twyford Abbey Road/Park Avenue,N0075241,Park Royal,-0.28731,51.53217,active
490016718E,Twyford Abbey Road/Park Avenue,N0075241,Park Royal,-0.28713,51.53234,active
490016719S,Sheepcote Road,E0034421,Harrow on the Hill,-0.33025,51.58174,active
490016724S,St Keverne Road,E0034096,Elmstead,0.0504,51.42375,active
490016724N,St Keverne Road,E0034096,Elmstead,0.05006,51.42363,active
490016726S,St. Mark's Road,E0034288,Bush Hill Park,-0.06703,51.64304,active
490016726Z,St. Mark's Road,E0034288,Bush Hill Park,-0.06712,51.64326,active
490018833N,Park Avenue Bush Hill Park,E0034288,Bush Hill Park,-0.07298,51.63983,active
490016727Z,Park Avenue Bush Hill Park,E0034288,Bush Hill Park,-0.07231,51.63996,active
490016727Z1,Park Avenue Bush Hill Park,E0034288,Bush Hill Park,-0.07282,51.64006,active
490016728E,Bury Street Lower Edmonton,E0034304,Lower Edmonton,-0.06615,51.63395,active
490000038J,Canada Square South / Canary Wharf Station,N0077638,Canary Wharf,-0.01879,51.50448,active
490016734HU,Northwick Park Hosp Social Club,N0077703,Northwick Park,-0.31841,51.57552,active
490016744,The Warren,N0060707,Carshalton Beeches,-0.17924,51.34852,active
490016747E,Shearwater Close,E0033933,Creekmouth,0.10903,51.52303,active
490016747W,Shearwater Close,E0033933,Creekmouth,0.1087,51.52285,active
490001674E,Gayton Road,N0060452,Harrow,-0.33071,51.58001,active
490016748,Gayton Road,N0060452,Harrow,-0.33116,51.57975,active
490016749E,Downsway / Southlands Avenue,E0034097,Farnborough,0.08187,51.36143,active
490016751E,Raglan Way,E0034270,Northolt,-0.35298,51.55024,active
490016751S,Raglan Way,E0034270,Northolt,-0.35276,51.54991,active
490016752S,Chatsworth Estate,E0034356,Lea Bridge,-0.04561,51.55527,active
490016752N,Chatsworth Estate,E0034356,Lea Bridge,-0.04549,51.55472,active
490016756N,Nelson Street,E0034717,Wallend,0.06272,51.53311,active
490016756,Langdon Road,E0034717,Wallend,0.06286,51.53345,active
490016742S,Homerton Hospital / Wardle St,E0034352,Homerton,-0.04377,51.54906,active
490008327E,Homerton Hospital / Wardle St,E0034352,Homerton,-0.0446,51.54983,active
490016764HW,St Mark's Hospital,N0077703,Northwick Park,-0.32151,51.57646,active
490016764ZZ,St Mark's Hospital,N0077703,Northwick Park,-0.32152,51.57645,active
490016768Z,Hornsey Library,E0034398,Crouch End,-0.12147,51.57807,active
490016769S,Stapleton Hall Road,E0034405,Hornsey Vale,-0.10762,51.57548,active
490016772E,Kingshill Close,E0034521,Yeading,-0.41309,51.53373,active
490016772W,Kingshill Close,E0034521,Yeading,-0.41268,51.5336,active
490016775W,Mays Hill Road,E0034142,Shortlands,0.00073,51.40182,active
490008842N,Mays Hill Road,E0034142,Shortlands,0.00211,51.40248,active
490000277E,Chilham Way,E0034108,Hayes,0.01115,51.3829,active
490016777S,Waldenhurst Road,E0034115,Kevington,0.12547,51.3808,active
490016777N,Waldenhurst Road,E0034115,Kevington,0.12525,51.38065,active
490016786W,Highlands Avenue Sainsbury's,N0060448,Grange Park,-0.1103,51.64498,active
490016787N,Colebrook Street,E0034015,Erith,0.18177,51.48061,active
490016790E,Pages Lane,E0034459,Harold Wood,0.24912,51.5906,active
490016790W,Pages Lane,E0034459,Harold Wood,0.24885,51.59049,active
490016791Y,Wellington Road Enfield,E0034288,Bush Hill Park,-0.07437,51.63567,active
490016791Z,Wellington Road Enfield,E0034288,Bush Hill Park,-0.07498,51.63442,active
490016792W,McNicoll Drive,N0075241,Park Royal,-0.26654,51.53312,active
490000834Y,Hampstead Heath Extension,N0065158,Hampstead Garden Suburb,-0.18915,51.5758,active
490000834Z,Hampstead Heath Extension,N0065158,Hampstead Garden Suburb,-0.18826,51.57501,active
490016801S,Lock's Lane,E0034687,Mitcham,-0.15924,51.40934,active
490016232W,Lock's Lane,E0034687,Mitcham,-0.16069,51.41019,active
490016802N,St Stephen's Avenue,E0034280,West Ealing,-0.32296,51.51924,active
490016803E,Fenwick Place,E0034642,Stockwell,-0.12769,51.46557,active
490016803W,Fenwick Place,E0034642,Stockwell,-0.12805,51.46539,active
490016804E,Lambeth Hospital,E0034642,Stockwell,-0.12348,51.46663,active
490016804W,Lambeth Hospital,E0034642,Stockwell,-0.12379,51.46641,active
490016805E,Kentlea Road,N0075251,Thamesmead Central,0.09311,51.49968,active
490016806E,Miles Drive,N0075254,Thamesmead West,0.08959,51.50181,active
490016806W,Miles Drive,N0075254,Thamesmead West,0.08888,51.50179,active
490016807S,Marshall Close,N0060455,Hounslow,-0.37642,51.46262,active
490016507N,Marshall Close,N0060455,Hounslow,-0.37631,51.46228,active
490016808E,Barnham Drive,N0075251,Thamesmead Central,0.0959,51.50146,active
490016808W,Barnham Drive,N0075251,Thamesmead Central,0.09568,51.50142,active
490016809E,Askwith Road,E0034472,South Hornchurch,0.17156,51.52512,active
490016810S,Rosebery Road (SW4),E0034630,Clapham Park,-0.12972,51.45342,active
490016813S,Vesta Road,E0034671,New Cross,-0.03587,51.46928,active
490016813N,Vesta Road,E0034671,New Cross,-0.03616,51.4685,active
490000051C,Clapham Road / Bedford Road,E0034642,Stockwell,-0.12941,51.46586,active
490016815E,Clay Avenue,E0034687,Mitcham,-0.14838,51.40991,active
490016150W,Clay Avenue,E0034687,Mitcham,-0.14745,51.40905,active
490016816E,Meopham Road / Woodstock Way,E0034646,Streatham Vale,-0.14361,51.41001,active
490016816W,Meopham Road / Woodstock Way,E0034646,Streatham Vale,-0.14335,51.40961,active
490016817E,Beechwood Avenue (BR6),E0034097,Farnborough,0.08386,51.35751,active
490010353S,Standard Road Downe,E0034092,Downe,0.05594,51.3411,active
490006162N,Standard Road Downe,E0034092,Downe,0.0559,51.34131,active
490016820S,Linden Road,E0034414,West Green,-0.09351,51.58823,active
490016820Z,Linden Road,E0034414,West Green,-0.09454,51.58746,active
490016821S,Gloucester Road / The Avenue,E0034414,West Green,-0.08287,51.59315,active
490016821N,Gloucester Road / The Avenue,E0034414,West Green,-0.08292,51.5928,active
490016821Y,Gloucester Road / The Avenue,E0034414,West Green,-0.08281,51.59254,active
490016821Z,Gloucester Road / The Avenue,E0034414,West Green,-0.08273,51.59268,active
490016825W,Dowsett Road,N0065127,Bruce Grove,-0.06904,51.59502,active
490016827W,Wargrave Avenue,N0061136,South Tottenham,-0.0724,51.57766,active
490016872S,Gallions Reach Shopping Park,N0077666,Gallions Reach,0.07966,51.5164,active
490016872S1,Gallions Reach Shopping Park,N0077666,Gallions Reach,0.07958,51.51624,active
490016872AP,Gallions Reach Shopping Park,N0077666,Gallions Reach,0.07949,51.51651,active
490016874E,NHS Nightingale,N0075225,Custom House,0.02527,51.50839,active
490016874Z,NHS Nightingale,N0075225,Custom House,0.02527,51.50863,active
490005376N,Conway Gardens / Clay Hill,N0060495,Enfield,-0.07621,51.66828,active
490016875W,Conway Gardens / Clay Hill,N0060495,Enfield,-0.07492,51.66797,active
490016875Y,Conway Gardens / Clay Hill,N0060495,Enfield,-0.07615,51.66831,active
490016875Z,Conway Gardens / Clay Hill,N0060495,Enfield,-0.0766,51.66855,active
490000835Z,Corringham Road / Hampstead Heath,N0065158,Hampstead Garden Suburb,-0.18828,51.5744,active
490000836Z,Heathcroft,N0065158,Hampstead Garden Suburb,-0.18524,51.57221,active
490000837Y,Wellgarth Road / Hampstead Heath,N0065158,Hampstead Garden Suburb,-0.18452,51.57144,active
490000837Z,Wellgarth Road / Hampstead Heath,N0065158,Hampstead Garden Suburb,-0.18431,51.5713,active
490013574E,The Triangle,E0034618,Norbiton,-0.2731,51.40881,active
490017195,The Triangle,E0034618,Norbiton,-0.27449,51.40852,active
490000838Z,Morland Close,N0065158,Hampstead Garden Suburb,-0.18327,51.57066,active
490000839Z,Romsey Close,N0065158,Hampstead Garden Suburb,-0.18243,51.57038,active
490017309E2,Eton Road / South Park Road,E0034736,Loxford,0.09105,51.55286,active
490017350N,Falmouth Gardens / Fairmead Gardens,N0060492,Redbridge,0.04981,51.57932,active
490017351S,Sussex Road (E6),E0034717,Wallend,0.06347,51.53195,active
490017352W,Canbury Park Road,N0060498,Kingston Upon Thames,-0.29837,51.41304,active
490017354W,Pall Mall / St James's Palace,E0034950,St James,-0.13694,51.50553,active
490017354E,Pall Mall / St James's Palace,E0034950,St James,-0.13597,51.50599,active
490017355,Buckingham Palace,E0034956,Victoria,-0.14234,51.49974,active
490017355W,Buckingham Palace,E0034956,Victoria,-0.14263,51.49946,active
490017351N,Market Street East Ham,E0034704,East Ham,0.06346,51.53137,active
490017360E,Leicester Avenue,E0034687,Mitcham,-0.12868,51.39813,active
490017361W,Tennis Street,E0034790,The Borough,-0.09145,51.50103,active
490017361E,Tennis Street,E0034790,The Borough,-0.09028,51.50098,active
490017362E,Staple Street,E0034790,The Borough,-0.08668,51.49966,active
490017362W,Staple Street,E0034790,The Borough,-0.0876,51.49996,active
490017363E,Bermondsey Street,E0034790,The Borough,-0.0806,51.49783,active
490017363W,Bermondsey Street,E0034790,The Borough,-0.08238,51.49806,active
490017366E,The Grange,E0034789,Bermondsey,-0.07737,51.4977,active
490017366W,The Grange,E0034789,Bermondsey,-0.07832,51.49751,active
490017367E,Old Jamaicia Road,E0034789,Bermondsey,-0.07166,51.49832,active
490017367W,Old Jamaicia Road,E0034789,Bermondsey,-0.07186,51.49818,active
490000840Z,Wildwood Road / Hampstead Heath,E0033950,Childs Hill,-0.18111,51.56977,active
490000841Y,Wildwood Rise,N0065158,Hampstead Garden Suburb,-0.17849,51.57051,active
490000841Z,Wildwood Rise,N0065158,Hampstead Garden Suburb,-0.17802,51.57023,active
490000842Y,Turners Wood,N0065158,Hampstead Garden Suburb,-0.18013,51.57158,active
490000842Z,Turners Wood,N0065158,Hampstead Garden Suburb,-0.18087,51.57178,active
490017652E,Envoy Avenue,N0077674,Hatton Cross,-0.42187,51.46865,active
490017652W,Envoy Avenue,N0077674,Hatton Cross,-0.41958,51.46912,active
490000843Z,Wildwood Road / Ingram Avenue,N0065158,Hampstead Garden Suburb,-0.18139,51.57309,active
490000844Y,Spaniards Close,N0065158,Hampstead Garden Suburb,-0.17671,51.57291,active
490000844Z,Spaniards Close,N0065158,Hampstead Garden Suburb,-0.17527,51.57216,active
490017817W,Arnos Grove Swimming Pool,E0034309,Arnos Grove,-0.13003,51.61567,active
490017847E,Churchill Place,N0077638,Canary Wharf,-0.0143,51.50454,active
490017847W,Churchill Place,N0077638,Canary Wharf,-0.01459,51.50412,active
